id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
4120437,shunyi_meo,2018-05-29 02:00:00,Sunny/clear,25.8,1007.3,23.0,0.9,357.0
4120438,hadian_meo,2018-05-29 02:00:00,Sunny/clear,28.2,1005.0,20.0,2.1,260.0
4120439,yanqing_meo,2018-05-29 02:00:00,Sunny/clear,21.6,955.7,30.0,0.8,48.0
4120440,miyun_meo,2018-05-29 02:00:00,Sunny/clear,24.9,1002.6,25.0,2.1,34.0
4120441,huairou_meo,2018-05-29 02:00:00,Sunny/clear,24.1,1002.0,29.0,2.4,112.0
4120442,shangdianzi_meo,2018-05-29 02:00:00,Sunny/clear,23.9,977.3,24.0,4.1,59.0
4120443,pinggu_meo,2018-05-29 02:00:00,Sunny/clear,25.7,1006.8,23.0,2.7,313.0
4120444,tongzhou_meo,2018-05-29 02:00:00,Sunny/clear,26.7,1008.3,21.0,3.3,312.0
4120445,chaoyang_meo,2018-05-29 02:00:00,Sunny/clear,26.6,1006.7,19.0,3.9,281.0
4120446,pingchang_meo,2018-05-29 02:00:00,Sunny/clear,26.7,1001.8,18.0,2.4,333.0
4120447,zhaitang_meo,2018-05-29 02:00:00,Sunny/clear,24.0,960.8,22.0,4.1,284.0
4120448,mentougou_meo,2018-05-29 02:00:00,Sunny/clear,27.4,1000.7,18.0,5.4,295.0
4120449,beijing_meo,2018-05-29 02:00:00,Sunny/clear,27.4,1006.8,16.0,3.5,8.0
4120450,shijingshan_meo,2018-05-29 02:00:00,Sunny/clear,27.0,1003.1,20.0,3.9,304.0
4120451,fengtai_meo,2018-05-29 02:00:00,Sunny/clear,28.1,1004.2,20.0,3.3,276.0
4120452,fangshan_meo,2018-05-29 02:00:00,Sunny/clear,27.8,1004.9,19.0,5.8,338.0
4120453,xiayunling_meo,2018-05-29 02:00:00,Sunny/clear,25.7,963.9,22.0,1.8,335.0
4121969,shunyi_meo,2018-05-29 03:00:00,Sunny/clear,27.3,1006.9,21.0,4.8,296.0
4121970,hadian_meo,2018-05-29 03:00:00,Sunny/clear,29.0,1004.7,17.0,3.6,346.0
4121971,yanqing_meo,2018-05-29 03:00:00,Sunny/clear,24.1,955.4,25.0,2.1,333.0
4121972,miyun_meo,2018-05-29 03:00:00,Sunny/clear,26.4,1002.3,24.0,2.5,61.0
4121973,huairou_meo,2018-05-29 03:00:00,Sunny/clear,26.0,1001.5,26.0,2.6,137.0
4121974,shangdianzi_meo,2018-05-29 03:00:00,Sunny/clear,24.9,976.9,25.0,3.5,25.0
4121975,pinggu_meo,2018-05-29 03:00:00,Sunny/clear,26.8,1006.5,22.0,3.8,301.0
4121976,tongzhou_meo,2018-05-29 03:00:00,Sunny/clear,27.4,1007.9,19.0,5.6,334.0
4121977,chaoyang_meo,2018-05-29 03:00:00,Sunny/clear,28.0,1006.2,19.0,2.5,15.0
4121978,pingchang_meo,2018-05-29 03:00:00,Sunny/clear,28.2,1001.6,19.0,2.2,349.0
4121979,zhaitang_meo,2018-05-29 03:00:00,Sunny/clear,24.5,961.1,22.0,6.2,290.0
4121980,mentougou_meo,2018-05-29 03:00:00,Sunny/clear,27.9,1000.7,18.0,5.4,273.0
4121981,beijing_meo,2018-05-29 03:00:00,Sunny/clear,28.9,1006.2,16.0,3.9,355.0
4121982,shijingshan_meo,2018-05-29 03:00:00,Sunny/clear,27.6,1002.7,18.0,3.8,292.0
4121983,fengtai_meo,2018-05-29 03:00:00,Sunny/clear,29.1,1003.7,19.0,4.6,279.0
4121984,daxing_meo,2018-05-29 03:00:00,Sunny/clear,28.9,1005.6,18.0,2.3,356.0
4121985,fangshan_meo,2018-05-29 03:00:00,Sunny/clear,28.4,1004.5,18.0,7.7,342.0
4121986,xiayunling_meo,2018-05-29 03:00:00,Sunny/clear,26.6,963.6,19.0,1.6,158.0
4123502,shunyi_meo,2018-05-29 04:00:00,Sunny/clear,28.1,1006.2,22.0,4.5,52.0
4123503,hadian_meo,2018-05-29 04:00:00,Sunny/clear,29.8,1004.3,18.0,1.5,324.0
4123504,yanqing_meo,2018-05-29 04:00:00,Sunny/clear,24.3,955.0,22.0,1.1,255.0
4123505,miyun_meo,2018-05-29 04:00:00,Sunny/clear,27.6,1001.3,23.0,2.9,94.0
4123506,huairou_meo,2018-05-29 04:00:00,Sunny/clear,27.8,1000.9,22.0,2.1,37.0
4123507,shangdianzi_meo,2018-05-29 04:00:00,Sunny/clear,25.5,976.1,23.0,2.5,296.0
4123508,pinggu_meo,2018-05-29 04:00:00,Sunny/clear,27.4,1006.0,21.0,4.5,332.0
4123509,tongzhou_meo,2018-05-29 04:00:00,Sunny/clear,28.6,1007.2,21.0,3.6,336.0
4123510,chaoyang_meo,2018-05-29 04:00:00,Sunny/clear,27.9,1005.9,18.0,2.9,14.0
4123511,pingchang_meo,2018-05-29 04:00:00,Sunny/clear,29.0,1001.0,19.0,4.4,329.0
4123512,zhaitang_meo,2018-05-29 04:00:00,Sunny/clear,25.6,960.2,21.0,5.1,246.0
4123513,mentougou_meo,2018-05-29 04:00:00,Sunny/clear,28.7,999.9,16.0,6.2,309.0
4123514,beijing_meo,2018-05-29 04:00:00,Sunny/clear,29.1,1005.7,16.0,4.5,313.0
4123515,shijingshan_meo,2018-05-29 04:00:00,Sunny/clear,28.3,1002.3,20.0,4.5,11.0
4123516,fengtai_meo,2018-05-29 04:00:00,Sunny/clear,29.5,1003.3,16.0,3.9,295.0
4123517,daxing_meo,2018-05-29 04:00:00,Sunny/clear,28.9,1005.0,16.0,6.0,305.0
4123518,fangshan_meo,2018-05-29 04:00:00,Sunny/clear,29.0,1004.0,15.0,8.4,336.0
4123519,xiayunling_meo,2018-05-29 04:00:00,Sunny/clear,25.9,963.4,20.0,1.9,28.0
4125035,shunyi_meo,2018-05-29 05:00:00,Sunny/clear,29.1,1005.5,21.0,3.1,8.0
4125036,hadian_meo,2018-05-29 05:00:00,Sunny/clear,30.6,1003.5,17.0,1.9,14.0
4125037,yanqing_meo,2018-05-29 05:00:00,Sunny/clear,25.6,954.4,22.0,2.5,330.0
4125038,miyun_meo,2018-05-29 05:00:00,Sunny/clear,28.3,1000.5,22.0,2.0,300.0
4125039,huairou_meo,2018-05-29 05:00:00,Sunny/clear,28.6,999.9,20.0,6.4,333.0
4125040,shangdianzi_meo,2018-05-29 05:00:00,Sunny/clear,26.9,975.1,19.0,3.7,5.0
4125041,pinggu_meo,2018-05-29 05:00:00,Sunny/clear,27.9,1005.2,21.0,2.7,295.0
4125042,tongzhou_meo,2018-05-29 05:00:00,Sunny/clear,28.9,1006.6,19.0,3.6,288.0
4125043,chaoyang_meo,2018-05-29 05:00:00,Sunny/clear,29.0,1005.1,19.0,2.0,260.0
4125044,pingchang_meo,2018-05-29 05:00:00,Sunny/clear,30.2,1000.1,16.0,3.2,285.0
4125045,zhaitang_meo,2018-05-29 05:00:00,Sunny/clear,26.8,959.7,19.0,4.4,263.0
4125046,mentougou_meo,2018-05-29 05:00:00,Sunny/clear,29.3,999.3,16.0,4.4,347.0
4125047,beijing_meo,2018-05-29 05:00:00,Sunny/clear,29.2,1005.3,17.0,1.9,11.0
4125048,shijingshan_meo,2018-05-29 05:00:00,Sunny/clear,28.8,1001.7,20.0,5.5,352.0
4125049,fengtai_meo,2018-05-29 05:00:00,Sunny/clear,30.4,1002.6,18.0,3.1,293.0
4125050,daxing_meo,2018-05-29 05:00:00,Sunny/clear,29.4,1004.5,15.0,4.3,357.0
4125051,fangshan_meo,2018-05-29 05:00:00,Sunny/clear,29.8,1003.4,15.0,5.5,316.0
4125052,xiayunling_meo,2018-05-29 05:00:00,Sunny/clear,26.6,962.9,21.0,1.6,151.0
4126568,shunyi_meo,2018-05-29 06:00:00,Sunny/clear,29.8,1004.8,16.0,6.1,311.0
4126569,hadian_meo,2018-05-29 06:00:00,Sunny/clear,31.6,1002.7,16.0,1.8,354.0
4126570,yanqing_meo,2018-05-29 06:00:00,Sunny/clear,26.4,953.7,20.0,2.1,308.0
4126571,miyun_meo,2018-05-29 06:00:00,Sunny/clear,29.4,999.7,18.0,1.6,325.0
4126572,huairou_meo,2018-05-29 06:00:00,Sunny/clear,29.8,999.1,19.0,5.7,282.0
4126573,shangdianzi_meo,2018-05-29 06:00:00,Sunny/clear,27.7,974.3,17.0,3.0,321.0
4126574,pinggu_meo,2018-05-29 06:00:00,Sunny/clear,29.0,1004.3,19.0,2.2,316.0
4126575,tongzhou_meo,2018-05-29 06:00:00,Sunny/clear,29.8,1005.9,18.0,4.8,312.0
4126576,chaoyang_meo,2018-05-29 06:00:00,Sunny/clear,29.4,1004.2,18.0,2.4,35.0
4126577,pingchang_meo,2018-05-29 06:00:00,Sunny/clear,30.7,999.5,16.0,2.8,318.0
4126578,zhaitang_meo,2018-05-29 06:00:00,Sunny/clear,27.2,959.2,18.0,4.3,325.0
4126579,mentougou_meo,2018-05-29 06:00:00,Sunny/clear,30.3,998.6,15.0,2.9,290.0
4126580,beijing_meo,2018-05-29 06:00:00,Sunny/clear,30.2,1004.4,17.0,1.3,354.0
4126581,shijingshan_meo,2018-05-29 06:00:00,Sunny/clear,30.2,1000.8,17.0,3.6,320.0
4126582,fengtai_meo,2018-05-29 06:00:00,Sunny/clear,31.4,1001.8,16.0,2.1,359.0
4126583,daxing_meo,2018-05-29 06:00:00,Sunny/clear,30.3,1003.9,16.0,3.6,300.0
4126584,fangshan_meo,2018-05-29 06:00:00,Sunny/clear,30.5,1002.5,15.0,3.7,15.0
4126585,xiayunling_meo,2018-05-29 06:00:00,Sunny/clear,26.2,962.3,18.0,3.0,16.0
4128101,shunyi_meo,2018-05-29 07:00:00,Sunny/clear,30.5,1004.1,16.0,4.1,321.0
4128102,hadian_meo,2018-05-29 07:00:00,Sunny/clear,31.1,1002.0,16.0,2.3,266.0
4128103,yanqing_meo,2018-05-29 07:00:00,Sunny/clear,27.0,953.0,18.0,5.6,320.0
4128104,miyun_meo,2018-05-29 07:00:00,Sunny/clear,30.4,998.9,17.0,3.3,289.0
4128105,huairou_meo,2018-05-29 07:00:00,Sunny/clear,30.8,998.2,16.0,3.9,249.0
4128106,shangdianzi_meo,2018-05-29 07:00:00,Sunny/clear,29.0,973.6,16.0,2.9,332.0
4128107,pinggu_meo,2018-05-29 07:00:00,Sunny/clear,29.7,1003.6,19.0,2.7,272.0
4128108,tongzhou_meo,2018-05-29 07:00:00,Sunny/clear,30.1,1005.1,19.0,3.8,16.0
4128109,chaoyang_meo,2018-05-29 07:00:00,Sunny/clear,30.3,1003.6,16.0,5.2,355.0
4128110,pingchang_meo,2018-05-29 07:00:00,Sunny/clear,31.4,998.7,14.0,2.8,297.0
4128111,zhaitang_meo,2018-05-29 07:00:00,Sunny/clear,27.2,958.6,17.0,3.6,262.0
4128112,beijing_meo,2018-05-29 07:00:00,Sunny/clear,30.8,1003.9,15.0,4.0,303.0
4128113,shijingshan_meo,2018-05-29 07:00:00,Sunny/clear,30.7,1000.2,18.0,5.7,1.0
4128114,fengtai_meo,2018-05-29 07:00:00,Sunny/clear,32.0,1001.3,16.0,2.3,283.0
4128115,daxing_meo,2018-05-29 07:00:00,Sunny/clear,31.0,1003.2,14.0,4.8,324.0
4128116,fangshan_meo,2018-05-29 07:00:00,Sunny/clear,31.3,1002.1,13.0,4.7,290.0
4128117,xiayunling_meo,2018-05-29 07:00:00,Sunny/clear,28.2,961.8,16.0,3.2,320.0
4129633,shunyi_meo,2018-05-29 08:00:00,Sunny/clear,31.2,1003.3,15.0,4.2,301.0
4129634,hadian_meo,2018-05-29 08:00:00,Sunny/clear,30.8,1001.6,17.0,2.4,242.0
4129635,yanqing_meo,2018-05-29 08:00:00,Sunny/clear,26.9,952.5,15.0,2.3,340.0
4129636,miyun_meo,2018-05-29 08:00:00,Sunny/clear,30.8,998.1,17.0,0.9,14.0
4129637,huairou_meo,2018-05-29 08:00:00,Sunny/clear,31.0,997.6,15.0,2.9,359.0
4129638,shangdianzi_meo,2018-05-29 08:00:00,Sunny/clear,28.9,973.2,15.0,2.8,54.0
4129639,pinggu_meo,2018-05-29 08:00:00,Sunny/clear,30.5,1003.0,16.0,4.3,322.0
4129640,tongzhou_meo,2018-05-29 08:00:00,Sunny/clear,30.2,1004.7,16.0,2.5,345.0
4129641,chaoyang_meo,2018-05-29 08:00:00,Sunny/clear,30.7,1003.0,15.0,2.5,324.0
4129642,pingchang_meo,2018-05-29 08:00:00,Sunny/clear,31.7,998.1,13.0,3.3,310.0
4129643,zhaitang_meo,2018-05-29 08:00:00,Sunny/clear,27.7,958.3,16.0,2.8,263.0
4129644,beijing_meo,2018-05-29 08:00:00,Sunny/clear,31.3,1003.3,14.0,4.3,318.0
4129645,shijingshan_meo,2018-05-29 08:00:00,Sunny/clear,30.4,999.7,19.0,2.2,53.0
4129646,fengtai_meo,2018-05-29 08:00:00,Sunny/clear,32.3,1000.8,15.0,3.3,300.0
4129647,daxing_meo,2018-05-29 08:00:00,Sunny/clear,31.2,1002.7,15.0,1.5,310.0
4129648,fangshan_meo,2018-05-29 08:00:00,Sunny/clear,31.4,1001.7,15.0,3.9,337.0
4129649,xiayunling_meo,2018-05-29 08:00:00,Sunny/clear,28.0,961.5,16.0,1.8,16.0
4131165,shunyi_meo,2018-05-29 09:00:00,Sunny/clear,31.4,1002.9,14.0,3.7,288.0
4131166,hadian_meo,2018-05-29 09:00:00,Sunny/clear,31.8,1001.1,15.0,2.5,289.0
4131167,yanqing_meo,2018-05-29 09:00:00,Sunny/clear,27.2,952.3,18.0,1.6,347.0
4131168,miyun_meo,2018-05-29 09:00:00,Sunny/clear,30.3,997.9,17.0,2.0,13.0
4131169,huairou_meo,2018-05-29 09:00:00,Sunny/clear,31.7,997.2,14.0,4.5,303.0
4131170,shangdianzi_meo,2018-05-29 09:00:00,Sunny/clear,29.0,973.2,15.0,2.5,22.0
4131171,pinggu_meo,2018-05-29 09:00:00,Sunny/clear,30.3,1002.6,16.0,2.3,225.0
4131172,tongzhou_meo,2018-05-29 09:00:00,Sunny/clear,30.6,1004.2,16.0,3.7,320.0
4131173,chaoyang_meo,2018-05-29 09:00:00,Sunny/clear,31.4,1002.6,14.0,4.0,296.0
4131174,pingchang_meo,2018-05-29 09:00:00,Sunny/clear,31.9,997.7,11.0,2.5,341.0
4131175,zhaitang_meo,2018-05-29 09:00:00,Sunny/clear,28.0,958.0,15.0,1.4,278.0
4131176,mentougou_meo,2018-05-29 09:00:00,Sunny/clear,31.4,997.1,14.0,1.8,314.0
4131177,beijing_meo,2018-05-29 09:00:00,Sunny/clear,31.4,1003.0,14.0,3.8,290.0
4131178,shijingshan_meo,2018-05-29 09:00:00,Sunny/clear,30.8,999.4,16.0,2.6,6.0
4131179,fengtai_meo,2018-05-29 09:00:00,Sunny/clear,32.3,1000.4,14.0,2.4,288.0
4131180,daxing_meo,2018-05-29 09:00:00,Sunny/clear,31.6,1002.3,13.0,2.2,268.0
4131181,fangshan_meo,2018-05-29 09:00:00,Sunny/clear,31.6,1001.2,13.0,1.9,278.0
4131182,xiayunling_meo,2018-05-29 09:00:00,Sunny/clear,29.0,961.4,15.0,1.9,317.0
4132698,shunyi_meo,2018-05-29 10:00:00,Sunny/clear,30.8,1003.0,13.0,5.1,303.0
4132699,hadian_meo,2018-05-29 10:00:00,Sunny/clear,31.6,1001.1,13.0,1.4,313.0
4132700,yanqing_meo,2018-05-29 10:00:00,Sunny/clear,27.1,952.5,16.0,2.3,344.0
4132701,miyun_meo,2018-05-29 10:00:00,Sunny/clear,29.7,998.1,20.0,1.8,55.0
4132702,huairou_meo,2018-05-29 10:00:00,Sunny/clear,30.8,997.6,14.0,4.6,344.0
4132703,shangdianzi_meo,2018-05-29 10:00:00,Sunny/clear,27.9,973.5,16.0,3.6,42.0
4132704,pinggu_meo,2018-05-29 10:00:00,Sunny/clear,30.5,1002.6,16.0,2.1,230.0
4132705,tongzhou_meo,2018-05-29 10:00:00,Sunny/clear,30.6,1004.1,16.0,1.8,302.0
4132706,chaoyang_meo,2018-05-29 10:00:00,Sunny/clear,31.1,1002.5,14.0,2.2,332.0
4132707,pingchang_meo,2018-05-29 10:00:00,Sunny/clear,31.1,997.9,12.0,2.8,334.0
4132708,zhaitang_meo,2018-05-29 10:00:00,Sunny/clear,27.7,958.1,16.0,2.3,301.0
4132709,mentougou_meo,2018-05-29 10:00:00,Sunny/clear,30.9,997.1,13.0,3.7,274.0
4132710,beijing_meo,2018-05-29 10:00:00,Sunny/clear,31.4,1003.0,14.0,2.0,293.0
4132711,shijingshan_meo,2018-05-29 10:00:00,Sunny/clear,30.8,999.4,16.0,1.9,13.0
4132712,daxing_meo,2018-05-29 10:00:00,Sunny/clear,31.3,1002.4,14.0,2.9,265.0
4132713,fangshan_meo,2018-05-29 10:00:00,Sunny/clear,31.2,1001.3,13.0,3.1,296.0
4134229,shunyi_meo,2018-05-29 11:00:00,Sunny/clear,30.0,1003.7,15.0,2.4,310.0
4134230,hadian_meo,2018-05-29 11:00:00,Sunny/clear,27.8,1001.6,24.0,0.8,337.0
4134231,yanqing_meo,2018-05-29 11:00:00,Sunny/clear,25.4,953.2,20.0,1.1,350.0
4134232,miyun_meo,2018-05-29 11:00:00,Sunny/clear,27.4,998.8,24.0,1.1,41.0
4134233,huairou_meo,2018-05-29 11:00:00,Sunny/clear,29.7,998.3,16.0,2.0,359.0
4134234,shangdianzi_meo,2018-05-29 11:00:00,Sunny/clear,26.7,974.3,16.0,3.6,2.0
4134235,pinggu_meo,2018-05-29 11:00:00,Sunny/clear,27.8,1003.2,27.0,0.7,350.0
4134236,tongzhou_meo,2018-05-29 11:00:00,Sunny/clear,28.8,1004.6,18.0,1.7,302.0
4134237,chaoyang_meo,2018-05-29 11:00:00,Sunny/clear,30.3,1003.1,14.0,0.5,313.0
4134238,pingchang_meo,2018-05-29 11:00:00,Sunny/clear,30.0,998.5,14.0,1.6,23.0
4134239,zhaitang_meo,2018-05-29 11:00:00,Sunny/clear,25.5,958.5,20.0,1.5,261.0
4134240,mentougou_meo,2018-05-29 11:00:00,Sunny/clear,29.8,997.6,16.0,1.3,275.0
4134241,beijing_meo,2018-05-29 11:00:00,Sunny/clear,30.0,1003.4,15.0,1.6,265.0
4134242,shijingshan_meo,2018-05-29 11:00:00,Sunny/clear,27.4,999.8,21.0,1.0,314.0
4134243,fengtai_meo,2018-05-29 11:00:00,Sunny/clear,28.7,1000.9,20.0,1.7,295.0
4134244,daxing_meo,2018-05-29 11:00:00,Sunny/clear,28.8,1003.0,22.0,2.3,228.0
4134245,fangshan_meo,2018-05-29 11:00:00,Sunny/clear,29.4,1001.8,18.0,2.9,218.0
4134246,xiayunling_meo,2018-05-29 11:00:00,Sunny/clear,22.4,962.1,30.0,0.7,77.0
4135762,shunyi_meo,2018-05-29 12:00:00,Sunny/clear,27.8,1004.4,18.0,1.3,315.0
4135763,hadian_meo,2018-05-29 12:00:00,Sunny/clear,22.7,1002.4,40.0,0.0,999017.0
4135764,yanqing_meo,2018-05-29 12:00:00,Sunny/clear,24.0,953.9,20.0,1.1,2.0
4135765,miyun_meo,2018-05-29 12:00:00,Sunny/clear,24.6,999.6,27.0,1.1,43.0
4135766,huairou_meo,2018-05-29 12:00:00,Sunny/clear,25.6,999.1,21.0,2.2,18.0
4135767,shangdianzi_meo,2018-05-29 12:00:00,Sunny/clear,25.1,974.9,20.0,1.9,15.0
4135768,pinggu_meo,2018-05-29 12:00:00,Sunny/clear,23.0,1004.0,33.0,1.1,27.0
4135769,tongzhou_meo,2018-05-29 12:00:00,Sunny/clear,25.1,1005.4,22.0,1.6,231.0
4135770,chaoyang_meo,2018-05-29 12:00:00,Sunny/clear,28.2,1003.8,16.0,0.6,311.0
4135771,pingchang_meo,2018-05-29 12:00:00,Sunny/clear,26.9,999.2,18.0,1.3,15.0
4135772,zhaitang_meo,2018-05-29 12:00:00,Sunny/clear,21.5,959.0,28.0,0.4,264.0
4135773,mentougou_meo,2018-05-29 12:00:00,Sunny/clear,26.6,998.2,23.0,2.8,220.0
4135774,beijing_meo,2018-05-29 12:00:00,Sunny/clear,27.3,1004.3,24.0,3.1,232.0
4135775,shijingshan_meo,2018-05-29 12:00:00,Sunny/clear,22.7,1000.5,36.0,0.7,344.0
4135776,fengtai_meo,2018-05-29 12:00:00,Sunny/clear,27.1,1001.6,27.0,2.0,219.0
4135777,daxing_meo,2018-05-29 12:00:00,Sunny/clear,26.8,1003.7,27.0,2.3,269.0
4135778,fangshan_meo,2018-05-29 12:00:00,Sunny/clear,26.7,1002.5,28.0,3.2,215.0
4135779,xiayunling_meo,2018-05-29 12:00:00,Sunny/clear,20.0,962.7,35.0,1.6,199.0
4137295,shunyi_meo,2018-05-29 13:00:00,Sunny/clear,23.1,1005.5,35.0,1.0,21.0
4137296,hadian_meo,2018-05-29 13:00:00,Sunny/clear,20.6,1003.4,54.0,0.0,999017.0
4137297,yanqing_meo,2018-05-29 13:00:00,Sunny/clear,22.2,954.9,26.0,0.9,43.0
4137298,miyun_meo,2018-05-29 13:00:00,Sunny/clear,20.2,1000.8,41.0,0.4,136.0
4137299,huairou_meo,2018-05-29 13:00:00,Sunny/clear,22.1,1000.2,35.0,1.8,339.0
4137300,shangdianzi_meo,2018-05-29 13:00:00,Sunny/clear,22.5,976.0,24.0,0.4,119.0
4137301,pinggu_meo,2018-05-29 13:00:00,Sunny/clear,20.5,1005.2,42.0,0.6,108.0
4137302,tongzhou_meo,2018-05-29 13:00:00,Sunny/clear,25.5,1006.6,29.0,2.2,276.0
4137303,chaoyang_meo,2018-05-29 13:00:00,Sunny/clear,26.2,1004.8,25.0,1.3,277.0
4137304,pingchang_meo,2018-05-29 13:00:00,Sunny/clear,25.8,1000.4,19.0,1.9,34.0
4137305,zhaitang_meo,2018-05-29 13:00:00,Sunny/clear,19.5,960.0,32.0,0.6,183.0
4137306,mentougou_meo,2018-05-29 13:00:00,Sunny/clear,24.4,999.2,31.0,1.3,239.0
4137307,beijing_meo,2018-05-29 13:00:00,Sunny/clear,25.8,1005.3,28.0,2.6,247.0
4137308,shijingshan_meo,2018-05-29 13:00:00,Sunny/clear,22.2,1001.6,39.0,0.7,338.0
4137309,fengtai_meo,2018-05-29 13:00:00,Sunny/clear,24.0,1002.7,36.0,1.5,211.0
4137310,daxing_meo,2018-05-29 13:00:00,Sunny/clear,25.2,1004.6,32.0,1.5,266.0
4137311,fangshan_meo,2018-05-29 13:00:00,Sunny/clear,25.1,1003.4,31.0,2.0,200.0
4137312,xiayunling_meo,2018-05-29 13:00:00,Sunny/clear,18.6,963.6,36.0,1.2,237.0
4138828,shunyi_meo,2018-05-29 14:00:00,Sunny/clear,21.7,1006.2,38.0,1.2,22.0
4138829,hadian_meo,2018-05-29 14:00:00,Sunny/clear,19.1,1004.2,58.0,0.6,221.0
4138830,yanqing_meo,2018-05-29 14:00:00,Sunny/clear,19.9,955.7,31.0,0.5,185.0
4138831,miyun_meo,2018-05-29 14:00:00,Sunny/clear,17.5,1001.5,52.0,0.1,999017.0
4138832,huairou_meo,2018-05-29 14:00:00,Sunny/clear,20.8,1000.9,36.0,0.9,191.0
4138833,shangdianzi_meo,2018-05-29 14:00:00,Sunny/clear,20.0,976.8,29.0,2.4,31.0
4138834,pinggu_meo,2018-05-29 14:00:00,Sunny/clear,18.7,1005.9,43.0,1.6,68.0
4138835,tongzhou_meo,2018-05-29 14:00:00,Sunny/clear,25.0,1007.1,30.0,1.7,255.0
4138836,chaoyang_meo,2018-05-29 14:00:00,Sunny/clear,23.8,1005.6,34.0,1.6,281.0
4138837,pingchang_meo,2018-05-29 14:00:00,Sunny/clear,24.9,1001.1,20.0,1.8,2.0
4138838,zhaitang_meo,2018-05-29 14:00:00,Sunny/clear,18.3,961.0,35.0,1.2,175.0
4138839,mentougou_meo,2018-05-29 14:00:00,Sunny/clear,21.2,1000.0,41.0,1.0,291.0
