id,station_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed
4115876,beijing_grid_019,2018-05-29 00:00:00,CLEAR_DAY,14.0,889.4559,43.0,325.36,21.3
4115877,beijing_grid_020,2018-05-29 00:00:00,CLEAR_DAY,14.0,872.3103,47.0,330.07,22.84
4115878,beijing_grid_021,2018-05-29 00:00:00,CLEAR_DAY,25.0,982.7935,21.0,350.19,3.52
4115879,beijing_grid_022,2018-05-29 00:00:00,CLEAR_DAY,25.0,972.6662,21.0,337.27,3.52
4115880,beijing_grid_023,2018-05-29 00:00:00,CLEAR_DAY,26.0,962.5388,22.0,324.96,3.69
4115881,beijing_grid_024,2018-05-29 00:00:00,CLEAR_DAY,22.0,948.9107,23.0,322.37,4.27
4115882,beijing_grid_025,2018-05-29 00:00:00,CLEAR_DAY,19.5,931.7817,24.0,326.86,5.17
4115883,beijing_grid_026,2018-05-29 00:00:00,CLEAR_DAY,22.0,914.6528,26.0,330.0,6.08
4115884,beijing_grid_027,2018-05-29 00:00:00,CLEAR_DAY,19.5,901.0016,28.0,327.47,7.59
4115885,beijing_grid_028,2018-05-29 00:00:00,CLEAR_DAY,19.5,887.3504,30.0,325.77,9.1
4115886,beijing_grid_029,2018-05-29 00:00:00,CLEAR_DAY,14.5,876.4819,31.0,322.32,10.49
4115887,beijing_grid_030,2018-05-29 00:00:00,CLEAR_DAY,18.2,868.3961,33.0,317.65,11.82
4115888,beijing_grid_031,2018-05-29 00:00:00,CLEAR_DAY,18.0,860.3103,35.0,313.95,13.21
4115889,beijing_grid_032,2018-05-29 00:00:00,CLEAR_DAY,18.0,876.2079,34.0,313.97,14.88
4115890,beijing_grid_033,2018-05-29 00:00:00,CLEAR_DAY,18.0,892.1055,33.0,313.99,16.55
4115891,beijing_grid_034,2018-05-29 00:00:00,CLEAR_DAY,18.0,904.5977,33.0,313.73,17.7
4115892,beijing_grid_035,2018-05-29 00:00:00,CLEAR_DAY,18.0,913.6844,33.0,313.23,18.34
4115893,beijing_grid_036,2018-05-29 00:00:00,CLEAR_DAY,15.0,922.7711,33.0,312.76,18.98
4115894,beijing_grid_037,2018-05-29 00:00:00,CLEAR_DAY,15.0,914.9759,35.0,313.45,19.2
4115895,beijing_grid_038,2018-05-29 00:00:00,CLEAR_DAY,15.0,907.1808,38.0,314.12,19.42
4115896,beijing_grid_039,2018-05-29 00:00:00,CLEAR_DAY,15.0,895.1904,41.0,317.6,20.16
4115897,beijing_grid_040,2018-05-29 00:00:00,CLEAR_DAY,9.0,879.0047,45.0,323.32,21.58
4115898,beijing_grid_041,2018-05-29 00:00:00,CLEAR_DAY,9.0,862.8191,50.0,328.28,23.19
4115899,beijing_grid_042,2018-05-29 00:00:00,CLEAR_DAY,26.0,991.5808,21.0,0.69,4.06
4115900,beijing_grid_043,2018-05-29 00:00:00,CLEAR_DAY,26.0,984.638,21.0,350.63,3.74
4115901,beijing_grid_044,2018-05-29 00:00:00,CLEAR_DAY,26.0,977.6953,21.0,339.11,3.55
4115902,beijing_grid_045,2018-05-29 00:00:00,CLEAR_DAY,22.0,965.6326,22.0,334.85,3.63
4115903,beijing_grid_046,2018-05-29 00:00:00,CLEAR_DAY,22.0,948.4499,23.0,338.17,3.88
4115904,beijing_grid_047,2018-05-29 00:00:00,CLEAR_DAY,22.0,931.2672,24.0,341.08,4.14
4115905,beijing_grid_048,2018-05-29 00:00:00,CLEAR_DAY,22.0,922.0832,25.0,333.28,5.84
4115906,beijing_grid_049,2018-05-29 00:00:00,CLEAR_DAY,22.0,912.8992,26.0,329.04,7.61
4115907,beijing_grid_050,2018-05-29 00:00:00,CLEAR_DAY,19.5,898.2918,28.0,324.6,9.5
4115908,beijing_grid_051,2018-05-29 00:00:00,CLEAR_DAY,18.2,878.261,31.0,320.18,11.54
4115909,beijing_grid_052,2018-05-29 00:00:00,CLEAR_DAY,18.0,858.2303,34.0,317.1,13.64
4115910,beijing_grid_053,2018-05-29 00:00:00,CLEAR_DAY,18.0,879.1967,33.0,315.23,15.89
4115911,beijing_grid_054,2018-05-29 00:00:00,CLEAR_DAY,18.0,900.1631,32.0,313.83,18.15
4115912,beijing_grid_055,2018-05-29 00:00:00,CLEAR_DAY,18.0,914.4435,32.0,312.0,19.31
4115913,beijing_grid_056,2018-05-29 00:00:00,CLEAR_DAY,18.0,922.0377,32.0,309.52,19.37
4115914,beijing_grid_057,2018-05-29 00:00:00,CLEAR_DAY,18.0,929.6319,32.0,307.07,19.47
4115915,beijing_grid_058,2018-05-29 00:00:00,CLEAR_DAY,15.0,914.3359,35.0,309.05,19.58
4115916,beijing_grid_059,2018-05-29 00:00:00,CLEAR_DAY,15.0,899.0399,39.0,311.01,19.72
4115917,beijing_grid_060,2018-05-29 00:00:00,CLEAR_DAY,9.0,883.7791,43.0,315.31,20.43
4115918,beijing_grid_061,2018-05-29 00:00:00,CLEAR_DAY,9.0,868.5535,47.0,321.33,21.89
4115919,beijing_grid_062,2018-05-29 00:00:00,CLEAR_DAY,9.0,853.3279,52.0,326.55,23.55
4115920,beijing_grid_063,2018-05-29 00:00:00,CLEAR_DAY,26.0,998.4992,21.0,4.95,4.82
4115921,beijing_grid_064,2018-05-29 00:00:00,CLEAR_DAY,26.0,993.991,21.0,356.57,4.36
4115922,beijing_grid_065,2018-05-29 00:00:00,CLEAR_DAY,26.0,989.4828,21.0,346.48,4.01
4115923,beijing_grid_066,2018-05-29 00:00:00,CLEAR_DAY,22.0,978.7641,22.0,342.16,3.72
4115924,beijing_grid_067,2018-05-29 00:00:00,CLEAR_DAY,22.0,961.8348,22.0,345.17,3.38
4115925,beijing_grid_068,2018-05-29 00:00:00,CLEAR_DAY,22.0,944.9056,23.0,348.83,3.06
4115926,beijing_grid_069,2018-05-29 00:00:00,CLEAR_DAY,22.0,936.2105,24.0,336.31,4.61
4115927,beijing_grid_070,2018-05-29 00:00:00,CLEAR_DAY,22.0,927.5155,25.0,330.26,6.28
4115928,beijing_grid_071,2018-05-29 00:00:00,CLEAR_DAY,19.5,911.0598,26.0,325.14,8.49
4115929,beijing_grid_072,2018-05-29 00:00:00,CLEAR_DAY,18.2,886.8435,29.0,321.14,11.26
4115930,beijing_grid_073,2018-05-29 00:00:00,CLEAR_DAY,18.0,862.6271,32.0,318.72,14.06
4115931,beijing_grid_074,2018-05-29 00:00:00,CLEAR_DAY,18.0,885.3561,32.0,315.0,16.89
4115932,beijing_grid_075,2018-05-29 00:00:00,CLEAR_DAY,18.0,908.0851,31.0,312.35,19.76
4115933,beijing_grid_076,2018-05-29 00:00:00,CLEAR_DAY,18.0,921.1334,31.0,309.55,20.87
4115934,beijing_grid_077,2018-05-29 00:00:00,CLEAR_DAY,18.0,924.5011,31.0,305.89,20.23
4115935,beijing_grid_078,2018-05-29 00:00:00,CLEAR_DAY,18.0,927.8688,32.0,302.0,19.69
4115936,beijing_grid_079,2018-05-29 00:00:00,CLEAR_DAY,18.0,909.8604,36.0,305.53,19.6
4115937,beijing_grid_080,2018-05-29 00:00:00,CLEAR_DAY,15.0,891.8521,40.0,309.07,19.59
4115938,beijing_grid_081,2018-05-29 00:00:00,CLEAR_DAY,9.0,875.7484,44.0,314.24,20.26
4115939,beijing_grid_082,2018-05-29 00:00:00,CLEAR_DAY,9.0,861.5494,49.0,320.38,21.77
4115940,beijing_grid_083,2018-05-29 00:00:00,CLEAR_DAY,9.0,847.3503,54.0,325.67,23.49
4115941,beijing_grid_084,2018-05-29 00:00:00,CLEAR_DAY,26.0,1003.5488,21.0,5.04,5.71
4115942,beijing_grid_085,2018-05-29 00:00:00,CLEAR_DAY,26.0,1000.7251,21.0,356.52,5.25
4115943,beijing_grid_086,2018-05-29 00:00:00,CLEAR_DAY,22.0,997.9014,21.0,346.6,4.92
4115944,beijing_grid_087,2018-05-29 00:00:00,CLEAR_DAY,22.0,988.3052,21.0,341.37,4.38
4115945,beijing_grid_088,2018-05-29 00:00:00,CLEAR_DAY,22.0,971.9366,22.0,341.81,3.51
4115946,beijing_grid_089,2018-05-29 00:00:00,CLEAR_DAY,22.0,955.5679,23.0,342.54,2.65
4115947,beijing_grid_090,2018-05-29 00:00:00,CLEAR_DAY,22.0,943.3836,24.0,332.76,3.84
4115948,beijing_grid_091,2018-05-29 00:00:00,CLEAR_DAY,22.0,931.1993,24.0,327.69,5.08
4115949,beijing_grid_092,2018-05-29 00:00:00,CLEAR_DAY,19.5,914.7859,26.0,323.27,7.45
4115950,beijing_grid_093,2018-05-29 00:00:00,CLEAR_DAY,18.2,894.1433,28.0,320.41,10.94
4115951,beijing_grid_094,2018-05-29 00:00:00,CLEAR_DAY,18.0,873.5008,31.0,318.94,14.45
4115952,beijing_grid_095,2018-05-29 00:00:00,CLEAR_DAY,17.0,894.686,30.0,313.53,17.88
4115953,beijing_grid_096,2018-05-29 00:00:00,CLEAR_DAY,17.0,915.8713,30.0,309.87,21.41
4115954,beijing_grid_097,2018-05-29 00:00:00,CLEAR_DAY,17.0,924.6675,30.0,306.52,22.42
4115955,beijing_grid_098,2018-05-29 00:00:00,CLEAR_DAY,17.0,921.0745,31.0,302.22,20.95
4115956,beijing_grid_099,2018-05-29 00:00:00,CLEAR_DAY,17.0,917.4816,33.0,297.3,19.62
4115957,beijing_grid_100,2018-05-29 00:00:00,CLEAR_DAY,17.0,901.5494,36.0,302.64,19.21
4115958,beijing_grid_101,2018-05-29 00:00:00,CLEAR_DAY,9.0,885.6172,40.0,308.16,18.97
4115959,beijing_grid_102,2018-05-29 00:00:00,CLEAR_DAY,9.0,871.0982,45.0,314.36,19.62
4115960,beijing_grid_103,2018-05-29 00:00:00,CLEAR_DAY,9.0,857.9923,50.0,320.42,21.2
4115961,beijing_grid_104,2018-05-29 00:00:00,CLEAR_DAY,9.0,844.8863,55.0,325.59,22.99
4115962,beijing_grid_105,2018-05-29 00:00:00,CLEAR_DAY,24.0,1008.5984,21.0,5.11,6.61
4115963,beijing_grid_106,2018-05-29 00:00:00,CLEAR_DAY,22.0,1007.4591,21.0,356.48,6.14
4115964,beijing_grid_107,2018-05-29 00:00:00,CLEAR_DAY,22.0,1006.3199,21.0,346.68,5.82
4115965,beijing_grid_108,2018-05-29 00:00:00,CLEAR_DAY,22.0,997.8463,21.0,340.78,5.04
4115966,beijing_grid_109,2018-05-29 00:00:00,CLEAR_DAY,22.0,982.0383,22.0,338.7,3.65
4115967,beijing_grid_110,2018-05-29 00:00:00,CLEAR_DAY,22.0,966.2303,23.0,334.08,2.28
4115968,beijing_grid_111,2018-05-29 00:00:00,CLEAR_DAY,22.0,950.5567,23.0,327.43,3.08
4115969,beijing_grid_112,2018-05-29 00:00:00,CLEAR_DAY,22.0,934.8831,23.0,323.56,3.91
4115970,beijing_grid_113,2018-05-29 00:00:00,CLEAR_DAY,19.5,918.5119,25.0,320.79,6.43
4115971,beijing_grid_114,2018-05-29 00:00:00,CLEAR_DAY,15.0,901.4432,27.0,319.65,10.63
4115972,beijing_grid_115,2018-05-29 00:00:00,CLEAR_DAY,17.0,884.3744,29.0,319.16,14.84
4115973,beijing_grid_116,2018-05-29 00:00:00,CLEAR_DAY,17.0,904.016,29.0,312.21,18.88
4115974,beijing_grid_117,2018-05-29 00:00:00,CLEAR_DAY,17.0,923.6576,28.0,307.75,23.09
4115975,beijing_grid_118,2018-05-29 00:00:00,CLEAR_DAY,17.0,930.5423,29.0,304.95,24.79
4115976,beijing_grid_119,2018-05-29 00:00:00,CLEAR_DAY,17.0,917.2581,31.0,298.88,21.7
4115977,beijing_grid_120,2018-05-29 00:00:00,CLEAR_DAY,17.0,907.0944,34.0,292.58,19.68
4115978,beijing_grid_121,2018-05-29 00:00:00,CLEAR_DAY,17.0,893.2384,37.0,299.63,18.86
4115979,beijing_grid_122,2018-05-29 00:00:00,CLEAR_DAY,17.0,879.3824,41.0,307.19,18.36
4115980,beijing_grid_123,2018-05-29 00:00:00,CLEAR_DAY,9.0,866.448,46.0,314.48,18.97
4115981,beijing_grid_124,2018-05-29 00:00:00,CLEAR_DAY,9.0,854.4352,51.0,320.47,20.64
4115982,beijing_grid_125,2018-05-29 00:00:00,CLEAR_DAY,9.0,842.4223,56.0,325.52,22.49
4115983,beijing_grid_126,2018-05-29 00:00:00,CLEAR_DAY,22.0,1009.4944,22.0,6.41,6.94
4115984,beijing_grid_127,2018-05-29 00:00:00,CLEAR_DAY,22.0,1008.3372,21.0,357.46,6.48
4115985,beijing_grid_128,2018-05-29 00:00:00,CLEAR_DAY,23.0,1007.1801,21.0,347.42,6.2
4115986,beijing_grid_129,2018-05-29 00:00:00,CLEAR_DAY,23.0,1000.9478,21.0,340.83,5.43
4115987,beijing_grid_130,2018-05-29 00:00:00,CLEAR_DAY,22.0,989.6402,21.0,336.88,4.05
4115988,beijing_grid_131,2018-05-29 00:00:00,CLEAR_DAY,23.0,978.3327,22.0,328.94,2.71
4115989,beijing_grid_132,2018-05-29 00:00:00,CLEAR_DAY,23.0,959.9174,23.0,324.35,3.52
4115990,beijing_grid_133,2018-05-29 00:00:00,CLEAR_DAY,23.0,941.502,23.0,321.49,4.34
4115991,beijing_grid_134,2018-05-29 00:00:00,CLEAR_DAY,23.0,926.2355,25.0,319.11,7.22
4115992,beijing_grid_135,2018-05-29 00:00:00,CLEAR_DAY,23.6,914.1177,26.0,318.08,12.17
4115993,beijing_grid_136,2018-05-29 00:00:00,CLEAR_DAY,17.0,902.0,27.0,317.65,17.12
4115994,beijing_grid_137,2018-05-29 00:00:00,CLEAR_DAY,17.0,912.8838,28.0,311.11,20.63
4115995,beijing_grid_138,2018-05-29 00:00:00,CLEAR_DAY,17.0,923.7676,28.0,306.51,24.34
4115996,beijing_grid_139,2018-05-29 00:00:00,CLEAR_DAY,17.0,924.7059,29.0,303.1,24.64
4115997,beijing_grid_140,2018-05-29 00:00:00,CLEAR_DAY,17.0,915.6985,31.0,299.18,21.51
4115998,beijing_grid_141,2018-05-29 00:00:00,CLEAR_DAY,17.0,906.6912,33.0,293.97,18.53
4115999,beijing_grid_142,2018-05-29 00:00:00,CLEAR_DAY,17.0,895.8585,37.0,302.2,18.0
4116000,beijing_grid_143,2018-05-29 00:00:00,CLEAR_DAY,17.0,885.0259,40.0,310.73,17.86
4116001,beijing_grid_144,2018-05-29 00:00:00,CLEAR_DAY,13.0,875.2019,44.0,317.55,18.81
4116002,beijing_grid_145,2018-05-29 00:00:00,CLEAR_DAY,13.0,866.3865,49.0,321.98,20.63
4116003,beijing_grid_146,2018-05-29 00:00:00,CLEAR_DAY,13.0,857.5712,53.0,325.67,22.55
4116004,beijing_grid_147,2018-05-29 00:00:00,CLEAR_DAY,22.0,1010.3904,22.0,7.6,7.28
4116005,beijing_grid_148,2018-05-29 00:00:00,CLEAR_DAY,22.0,1009.2153,21.0,358.34,6.83
4116006,beijing_grid_149,2018-05-29 00:00:00,CLEAR_DAY,23.0,1008.0403,21.0,348.08,6.58
4116007,beijing_grid_150,2018-05-29 00:00:00,CLEAR_DAY,23.0,1004.0492,21.0,340.87,5.83
4116008,beijing_grid_151,2018-05-29 00:00:00,CLEAR_DAY,23.0,997.2422,21.0,335.39,4.46
4116009,beijing_grid_152,2018-05-29 00:00:00,CLEAR_DAY,23.0,990.4351,21.0,325.23,3.16
4116010,beijing_grid_153,2018-05-29 00:00:00,CLEAR_DAY,23.0,969.278,22.0,321.96,3.96
4116011,beijing_grid_154,2018-05-29 00:00:00,CLEAR_DAY,23.0,948.1209,23.0,319.79,4.77
4116012,beijing_grid_155,2018-05-29 00:00:00,CLEAR_DAY,23.0,933.959,24.0,317.77,8.02
4116013,beijing_grid_156,2018-05-29 00:00:00,CLEAR_DAY,23.6,926.7923,25.0,316.86,13.72
4116014,beijing_grid_157,2018-05-29 00:00:00,CLEAR_DAY,23.6,919.6256,26.0,316.49,19.41
4116015,beijing_grid_158,2018-05-29 00:00:00,CLEAR_DAY,17.0,921.7516,27.0,310.18,22.4
4116016,beijing_grid_159,2018-05-29 00:00:00,CLEAR_DAY,17.0,923.8777,28.0,305.4,25.59
4116017,beijing_grid_160,2018-05-29 00:00:00,CLEAR_DAY,17.0,921.2102,29.0,302.35,25.24
4116018,beijing_grid_161,2018-05-29 00:00:00,CLEAR_DAY,17.0,913.7491,31.0,299.57,21.28
4116019,beijing_grid_162,2018-05-29 00:00:00,CLEAR_DAY,17.0,906.2879,32.0,295.54,17.39
4116020,beijing_grid_163,2018-05-29 00:00:00,CLEAR_DAY,17.0,898.4787,36.0,305.02,17.18
4116021,beijing_grid_164,2018-05-29 00:00:00,CLEAR_DAY,13.0,890.6694,39.0,314.46,17.44
4116022,beijing_grid_165,2018-05-29 00:00:00,CLEAR_DAY,13.0,883.9558,42.0,320.66,18.69
4116023,beijing_grid_166,2018-05-29 00:00:00,CLEAR_DAY,13.0,878.3379,47.0,323.49,20.63
4116024,beijing_grid_167,2018-05-29 00:00:00,CLEAR_DAY,13.0,872.72,51.0,325.83,22.61
4116025,beijing_grid_168,2018-05-29 00:00:00,CLEAR_DAY,22.0,1010.8832,22.0,11.17,7.53
4116026,beijing_grid_169,2018-05-29 00:00:00,CLEAR_DAY,22.0,1009.7964,22.0,2.49,7.09
4116027,beijing_grid_170,2018-05-29 00:00:00,CLEAR_DAY,23.0,1008.7097,21.0,352.9,6.83
4116028,beijing_grid_171,2018-05-29 00:00:00,CLEAR_DAY,23.0,1007.7382,21.0,348.3,6.63
4116029,beijing_grid_172,2018-05-29 00:00:00,CLEAR_DAY,23.0,1002.5676,20.0,341.91,4.91
4116030,beijing_grid_173,2018-05-29 00:00:00,CLEAR_DAY,23.0,991.2163,20.0,335.81,4.31
4116031,beijing_grid_174,2018-05-29 00:00:00,CLEAR_DAY,23.0,979.4546,21.0,329.01,4.5
4116032,beijing_grid_175,2018-05-29 00:00:00,CLEAR_DAY,23.0,960.0742,22.0,325.08,5.32
4116033,beijing_grid_176,2018-05-29 00:00:00,CLEAR_DAY,23.0,947.2627,23.0,320.38,8.54
4116034,beijing_grid_177,2018-05-29 00:00:00,CLEAR_DAY,22.0,941.0201,24.0,317.83,14.17
4116035,beijing_grid_178,2018-05-29 00:00:00,CLEAR_DAY,22.0,934.7776,25.0,316.73,19.82
4116036,beijing_grid_179,2018-05-29 00:00:00,CLEAR_DAY,22.0,931.9795,26.0,310.5,22.21
4116037,beijing_grid_180,2018-05-29 00:00:00,CLEAR_DAY,17.0,929.1814,27.0,305.54,24.81
4116038,beijing_grid_181,2018-05-29 00:00:00,CLEAR_DAY,17.0,924.7769,29.0,302.81,24.28
4116039,beijing_grid_182,2018-05-29 00:00:00,CLEAR_DAY,17.0,918.766,30.0,301.24,20.52
4116040,beijing_grid_183,2018-05-29 00:00:00,CLEAR_DAY,17.0,912.7551,32.0,298.96,16.78
4116041,beijing_grid_184,2018-05-29 00:00:00,CLEAR_DAY,17.0,905.0687,35.0,308.31,16.81
4116042,beijing_grid_185,2018-05-29 00:00:00,CLEAR_DAY,13.0,897.3823,38.0,317.4,17.27
4116043,beijing_grid_186,2018-05-29 00:00:00,CLEAR_DAY,13.0,891.383,41.0,322.42,18.61
4116044,beijing_grid_187,2018-05-29 00:00:00,CLEAR_DAY,13.0,887.8273,46.0,323.44,20.78
4116045,beijing_grid_188,2018-05-29 00:00:00,CLEAR_DAY,13.0,882.7584,49.0,324.69,22.4
4116046,beijing_grid_189,2018-05-29 00:00:00,CLEAR_DAY,22.0,1010.9728,22.0,16.98,7.76
4116047,beijing_grid_190,2018-05-29 00:00:00,CLEAR_DAY,22.0,1010.0806,22.0,9.62,7.36
4116048,beijing_grid_191,2018-05-29 00:00:00,CLEAR_DAY,23.0,1009.1884,21.0,1.56,7.09
4116049,beijing_grid_192,2018-05-29 00:00:00,CLEAR_DAY,23.0,1007.7004,20.0,356.36,6.54
4116050,beijing_grid_193,2018-05-29 00:00:00,CLEAR_DAY,23.0,1006.8381,20.0,358.07,5.88
4116051,beijing_grid_194,2018-05-29 00:00:00,CLEAR_DAY,23.0,1003.5327,19.0,350.49,4.68
4116052,beijing_grid_195,2018-05-29 00:00:00,CLEAR_DAY,23.0,990.4473,20.0,341.67,5.35
4116053,beijing_grid_196,2018-05-29 00:00:00,CLEAR_DAY,23.0,977.3619,20.0,334.94,6.12
4116054,beijing_grid_197,2018-05-29 00:00:00,CLEAR_DAY,22.0,966.1465,21.0,326.48,8.83
4116055,beijing_grid_198,2018-05-29 00:00:00,CLEAR_DAY,22.0,956.8012,22.0,320.97,13.57
4116056,beijing_grid_199,2018-05-29 00:00:00,CLEAR_DAY,22.0,947.456,24.0,318.33,18.36
4116057,beijing_grid_200,2018-05-29 00:00:00,CLEAR_DAY,22.0,943.5673,25.0,312.21,20.09
4116058,beijing_grid_201,2018-05-29 00:00:00,CLEAR_DAY,17.0,939.6787,26.0,307.1,22.01
4116059,beijing_grid_202,2018-05-29 00:00:00,CLEAR_DAY,17.0,935.406,28.0,304.75,21.78
4116060,beijing_grid_203,2018-05-29 00:00:00,CLEAR_DAY,17.0,930.7494,29.0,304.46,19.28
4116061,beijing_grid_204,2018-05-29 00:00:00,CLEAR_DAY,17.0,926.0927,31.0,304.08,16.79
4116062,beijing_grid_205,2018-05-29 00:00:00,CLEAR_DAY,17.0,915.6287,34.0,311.87,16.9
4116063,beijing_grid_206,2018-05-29 00:00:00,CLEAR_DAY,13.0,905.1647,37.0,319.41,17.33
4116064,beijing_grid_207,2018-05-29 00:00:00,CLEAR_DAY,13.0,897.4835,41.0,322.82,18.5
4116065,beijing_grid_208,2018-05-29 00:00:00,CLEAR_DAY,13.0,892.5849,45.0,322.47,20.22
4116066,beijing_grid_209,2018-05-29 00:00:00,CLEAR_DAY,13.0,887.6864,49.0,322.18,21.94
4116067,beijing_grid_210,2018-05-29 00:00:00,CLEAR_DAY,22.0,1011.0623,22.0,22.42,8.06
4116068,beijing_grid_211,2018-05-29 00:00:00,CLEAR_DAY,22.0,1010.3861,21.0,17.88,7.97
4116069,beijing_grid_212,2018-05-29 00:00:00,CLEAR_DAY,23.0,1009.6672,21.0,9.44,7.49
4116070,beijing_grid_213,2018-05-29 00:00:00,CLEAR_DAY,23.0,1009.1008,20.0,5.05,7.1
4116071,beijing_grid_214,2018-05-29 00:00:00,CLEAR_DAY,23.0,1008.6655,19.0,2.98,6.48
4116072,beijing_grid_215,2018-05-29 00:00:00,CLEAR_DAY,23.0,1008.2303,18.0,0.48,5.86
4116073,beijing_grid_216,2018-05-29 00:00:00,CLEAR_DAY,23.0,1001.4399,18.0,350.57,6.38
4116074,beijing_grid_217,2018-05-29 00:00:00,CLEAR_DAY,23.0,994.6496,18.0,342.35,7.06
4116075,beijing_grid_218,2018-05-29 00:00:00,CLEAR_DAY,23.0,985.0304,19.0,332.11,9.23
4116076,beijing_grid_219,2018-05-29 00:00:00,CLEAR_DAY,22.0,972.5824,21.0,324.4,13.0
4116077,beijing_grid_220,2018-05-29 00:00:00,CLEAR_DAY,22.0,960.1344,23.0,320.2,16.91
4116078,beijing_grid_221,2018-05-29 00:00:00,CLEAR_DAY,22.0,955.1552,24.0,314.31,17.98
4116079,beijing_grid_222,2018-05-29 00:00:00,CLEAR_DAY,24.0,950.1759,26.0,309.12,19.22
4116080,beijing_grid_223,2018-05-29 00:00:00,CLEAR_DAY,17.0,946.0351,27.0,307.2,19.3
4116081,beijing_grid_224,2018-05-29 00:00:00,CLEAR_DAY,17.0,942.7327,29.0,308.11,18.11
4116082,beijing_grid_225,2018-05-29 00:00:00,CLEAR_DAY,17.0,939.4303,30.0,309.15,16.93
4116083,beijing_grid_226,2018-05-29 00:00:00,CLEAR_DAY,17.0,926.1887,34.0,315.36,17.06
4116084,beijing_grid_227,2018-05-29 00:00:00,CLEAR_DAY,17.0,912.9471,37.0,321.41,17.4
4116085,beijing_grid_228,2018-05-29 00:00:00,CLEAR_DAY,13.0,903.5839,41.0,323.21,18.4
4116086,beijing_grid_229,2018-05-29 00:00:00,CLEAR_DAY,13.0,898.0992,45.0,321.25,19.95
4116087,beijing_grid_230,2018-05-29 00:00:00,CLEAR_DAY,13.0,892.6144,49.0,319.56,21.52
4116088,beijing_grid_231,2018-05-29 00:00:00,CLEAR_DAY,22.0,1010.9605,22.0,26.84,8.79
4116089,beijing_grid_232,2018-05-29 00:00:00,CLEAR_DAY,22.0,1010.5158,21.0,21.05,8.38
4116090,beijing_grid_233,2018-05-29 00:00:00,CLEAR_DAY,22.0,1010.0076,21.0,15.55,8.2
4116091,beijing_grid_234,2018-05-29 00:00:00,CLEAR_DAY,23.0,1009.8758,20.0,14.58,8.4
4116092,beijing_grid_235,2018-05-29 00:00:00,CLEAR_DAY,23.0,1008.9164,19.0,6.98,7.7
4116093,beijing_grid_236,2018-05-29 00:00:00,CLEAR_DAY,23.0,1008.3583,18.0,2.81,7.46
4116094,beijing_grid_237,2018-05-29 00:00:00,CLEAR_DAY,23.0,1004.0255,18.0,353.21,7.97
4116095,beijing_grid_238,2018-05-29 00:00:00,CLEAR_DAY,23.0,998.831,17.0,342.69,9.13
4116096,beijing_grid_239,2018-05-29 00:00:00,CLEAR_DAY,23.0,1000.0573,17.0,341.97,9.83
4116097,beijing_grid_240,2018-05-29 00:00:00,CLEAR_DAY,22.0,982.496,20.0,325.47,14.39
4116098,beijing_grid_241,2018-05-29 00:00:00,CLEAR_DAY,22.0,976.5247,21.0,322.24,16.45
4116099,beijing_grid_242,2018-05-29 00:00:00,CLEAR_DAY,22.0,972.0345,22.0,316.27,17.11
4116100,beijing_grid_243,2018-05-29 00:00:00,CLEAR_DAY,24.0,967.5443,24.0,310.79,17.93
