test_id,PM2.5,PM10,PMO3
beibuxinqu_aq#17,0,135.6077072,95.6045001
beibuxinqu_aq#18,0,137.396007,108.3762045
beibuxinqu_aq#19,0,139.0098413,118.7795126
beibuxinqu_aq#2,7.873596528,68.45291265,115.2279816
beibuxinqu_aq#20,4.737396572,140.4662307,126.0788945
beibuxinqu_aq#21,4.89416628,141.7805355,129.7970943
beibuxinqu_aq#22,8.962520938,142.9666174,129.7330109
beibuxinqu_aq#23,9.312166014,144.0369858,125.9831286
beibuxinqu_aq#24,9.186521803,145.0029296,118.9182432
beibuxinqu_aq#25,9.832835933,145.8746364,109.1582194
beibuxinqu_aq#26,9.578516657,146.6613,97.512275
beibuxinqu_aq#27,10.15968252,147.3712171,84.91971838
beibuxinqu_aq#28,10.3645832,148.011875,72.37012689
beibuxinqu_aq#29,10.33344363,148.5900307,60.83145181
beibuxinqu_aq#3,8.72927933,76.79253838,101.8873125
beibuxinqu_aq#30,10.40912978,149.1117818,51.17247677
beibuxinqu_aq#31,9.966478186,149.5826312,44.10194027
beibuxinqu_aq#32,9.974613864,150.0075447,40.11463623
beibuxinqu_aq#33,9.452995012,150.3910039,39.46052117
beibuxinqu_aq#34,9.588918218,150.737053,42.12835519
beibuxinqu_aq#35,9.731662011,151.0493417,47.85375856
beibuxinqu_aq#36,9.457196476,151.3311637,56.14289634
beibuxinqu_aq#37,9.543665742,151.5854913,66.31627558
beibuxinqu_aq#38,9.376324718,151.8150069,77.56321542
beibuxinqu_aq#39,9.051589728,152.022131,89.00750749
beibuxinqu_aq#4,9.701883171,84.31883096,86.77294647
beibuxinqu_aq#40,8.92029528,152.2090482,99.77481118
beibuxinqu_aq#41,8.983269537,152.3777298,109.060224
beibuxinqu_aq#42,8.515487828,152.529955,116.18774
beibuxinqu_aq#43,9.156814478,152.6673292,120.6599018
beibuxinqu_aq#44,9.100518777,152.7913012,122.1917373
beibuxinqu_aq#45,9.20006441,152.9031785,120.7286953
beibuxinqu_aq#46,9.570562619,153.0041412,116.445818
beibuxinqu_aq#47,9.838830801,153.095254,109.7300667
beibuxinqu_aq#5,8.876066297,91.11084593,71.15320915
beibuxinqu_aq#6,8.446639094,97.24023643,56.23825483
beibuxinqu_aq#7,7.866820198,102.7716467,43.21678852
beibuxinqu_aq#8,7.753896757,107.7634155,33.0557628
beibuxinqu_aq#9,6.691363166,112.26819,26.52579063
daxing_aq#0,5.733923426,52.84934942,153.0386124
daxing_aq#1,10.79431789,67.98453829,143.482341
daxing_aq#10,41.08259733,137.8640232,48.29450427
daxing_aq#11,47.13938502,140.3292219,48.45776502
daxing_aq#12,46.84003188,142.8385087,50.28553794
daxing_aq#13,48.17308061,144.4809958,54.32359056
daxing_aq#14,50.65715383,146.2526109,58.98013521
daxing_aq#15,51.91528546,147.3360305,63.65535449
daxing_aq#16,53.32045111,148.5951705,68.26227294
daxing_aq#17,53.05259165,149.299909,72.79933458
daxing_aq#18,53.62016242,150.2019606,82.05696595
daxing_aq#19,56.3068459,150.6512928,86.75517947
daxing_aq#2,17.34027051,82.58351192,132.154472
daxing_aq#20,57.04378964,151.303603,88.54814355
daxing_aq#21,57.49413107,151.5816468,90.02378382
daxing_aq#22,57.96803543,152.0584895,91.34840018
daxing_aq#23,58.43612435,152.2225316,91.7591588
daxing_aq#24,58.3324639,152.5753968,90.49903717
daxing_aq#25,58.32201483,152.6643519,88.67692859
daxing_aq#26,58.20543983,152.9290228,86.5753842
daxing_aq#27,58.10565403,152.9692372,84.286799
daxing_aq#28,58.02731671,153.1706573,82.02532268
daxing_aq#29,57.93801281,153.1798898,79.9625695
daxing_aq#3,22.98181813,94.20446676,119.23858
daxing_aq#30,57.86782004,153.3355134,78.22223471
daxing_aq#31,57.82224058,153.3256641,76.87947187
daxing_aq#32,57.75713558,153.447762,75.96418104
daxing_aq#33,57.73596971,153.4267424,75.46721297
daxing_aq#34,57.94377756,153.5239916,75.34845396
daxing_aq#35,57.69985563,153.4970044,75.54580462
daxing_aq#36,57.76357095,153.5755829,75.98418229
daxing_aq#37,57.73972996,153.545998,76.58383897
daxing_aq#38,57.65309738,153.6103417,77.26747395
daxing_aq#39,57.62233674,153.5802944,77.96581292
daxing_aq#4,27.70135088,104.7155567,105.0534838
daxing_aq#40,57.58001565,153.633619,78.62150674
daxing_aq#41,57.61698227,153.6044178,79.19136256
daxing_aq#42,57.60931851,153.6490808,79.64704747
daxing_aq#43,57.49378625,153.6214854,79.97449819
daxing_aq#44,57.47256793,153.659237,80.1723269
daxing_aq#45,57.46349657,153.6336466,80.24953745
daxing_aq#46,57.45146733,153.6658043,80.22286049
daxing_aq#47,57.43817866,153.6423852,80.11398769
daxing_aq#5,32.21844967,112.7299478,90.88786876
daxing_aq#6,35.98382019,120.0647518,77.32469515
daxing_aq#7,38.93595081,125.5057504,65.87208066
daxing_aq#8,42.00751692,130.6175986,56.76673829
daxing_aq#9,43.9559441,134.2904077,50.73367998
dingling_aq#0,12.53532539,24.50443303,133.1069547
dingling_aq#1,16.06436019,27.88749825,130.7185507
dingling_aq#10,40.93497158,91.80468148,84.38125895
dingling_aq#11,40.37797548,93.78381243,82.44568714
dingling_aq#12,38.91594537,95.80286457,79.84782732
dingling_aq#13,38.72229829,97.56789097,80.14509183
dingling_aq#14,36.20667485,98.89713038,82.82333943
dingling_aq#15,34.55812305,99.79203005,84.63140659
dingling_aq#16,35.42835921,100.3780193,86.1070132
dingling_aq#17,40.20748922,100.804443,87.36948883
dingling_aq#18,39.57334406,101.1734573,89.41926772
dingling_aq#19,41.32297346,101.5216155,92.70982313
dingling_aq#2,21.49467257,33.97918049,125.9193019
dingling_aq#20,44.47154274,101.8404614,94.17123596
dingling_aq#21,48.71444127,102.1087338,97.80825634
dingling_aq#22,50.38057292,102.3150833,97.98843012
dingling_aq#23,51.17334875,102.4643715,99.12766272
dingling_aq#24,48.5687449,102.5719607,98.77058687
dingling_aq#25,49.09694106,102.6544569,98.63229255
dingling_aq#26,50.14337575,102.72333,96.89303489
dingling_aq#27,51.19997097,102.7834763,95.06587762
dingling_aq#28,51.93970516,102.8353387,95.24851931
dingling_aq#29,52.33448821,102.878001,94.06106991
dingling_aq#3,25.47707423,44.81334604,123.0682577
dingling_aq#30,52.29289533,102.9113216,91.52465142
dingling_aq#31,52.87452832,102.9365094,89.45804956
dingling_aq#32,52.47490873,102.9555898,87.78177399
dingling_aq#33,52.54023973,102.9705621,87.00411007
dingling_aq#34,52.50353959,102.9828386,87.68489945
dingling_aq#35,52.91181886,102.9931442,87.38254181
dingling_aq#36,52.48834877,103.0017394,85.31679195
dingling_aq#37,52.49737975,103.0087219,85.69502025
dingling_aq#38,52.20556488,103.0142311,86.23258675
dingling_aq#39,52.04462848,103.0185035,86.52614417
dingling_aq#4,28.73560512,58.18956661,118.4257726
dingling_aq#40,51.71524911,103.0218264,88.03559513
dingling_aq#41,51.82305406,103.0244623,88.51190889
dingling_aq#42,51.75054118,103.0266026,91.69158872
dingling_aq#43,51.65014333,103.0283619,93.94699706
dingling_aq#44,51.57549616,103.0298027,94.56543356
dingling_aq#45,51.86082574,103.0309653,97.04519849
dingling_aq#46,51.97912641,103.0318885,97.95931978
dingling_aq#47,52.2301794,103.032615,98.91496497
dingling_aq#5,31.72570063,70.58523896,111.4856471
dingling_aq#6,34.13009348,79.68298584,104.0313415
dingling_aq#7,36.90680158,85.17097274,96.21816954
dingling_aq#8,37.46328299,88.14278804,91.61306686
dingling_aq#9,39.34889888,90.02716558,87.15088554
donggaocun_aq#0,48.20198123,28.03915283,132.2931437
donggaocun_aq#1,47.62709453,35.34873444,127.6549863
donggaocun_aq#10,44.30189157,74.14354087,101.3229472
donggaocun_aq#11,44.08351423,76.28624699,99.9308482
donggaocun_aq#12,43.8856661,78.33044748,98.76267139
donggaocun_aq#13,43.70641726,80.13845267,97.40643335
donggaocun_aq#14,43.54401924,81.71196965,96.96722024
donggaocun_aq#15,43.39688792,83.308167,96.54348056
donggaocun_aq#16,43.26358811,84.57439979,97.55619927
donggaocun_aq#17,43.14281955,85.942057,98.17895606
donggaocun_aq#18,43.03340418,86.90111191,100.3804779
donggaocun_aq#19,42.93427473,87.70409453,101.6754846
donggaocun_aq#2,47.09630361,42.03624366,123.1560614
donggaocun_aq#20,42.84446424,88.50801355,103.7435257
donggaocun_aq#21,42.76309664,89.19711263,107.9308763
donggaocun_aq#22,42.68937825,89.47634297,108.5436786
donggaocun_aq#23,42.62258996,89.99960337,108.604223
donggaocun_aq#24,42.56208031,90.58238401,107.0604248
donggaocun_aq#25,42.50725905,91.07010388,105.7739877
donggaocun_aq#26,42.45759142,91.50425079,104.2620759
donggaocun_aq#27,42.41259294,91.88908195,103.0438711
donggaocun_aq#28,42.37182467,92.22890742,102.186406
donggaocun_aq#29,42.33488895,92.53285328,100.9428651
donggaocun_aq#3,46.61523262,47.98773016,122.0730751
donggaocun_aq#30,42.30142548,92.79930328,99.49639535
donggaocun_aq#31,42.27110783,93.03687412,98.98015481
donggaocun_aq#32,42.24364029,93.24548878,98.61400656
donggaocun_aq#33,42.21875492,93.42879821,97.8641964
donggaocun_aq#34,42.19620897,93.59397107,97.00455835
donggaocun_aq#35,42.17578251,93.73865277,96.49662471
donggaocun_aq#36,42.15727631,93.86827886,96.40539295
donggaocun_aq#37,42.14050983,93.98306952,96.88057303
donggaocun_aq#38,42.12531954,94.08446505,97.64701556
donggaocun_aq#39,42.11155725,94.17631554,98.17838554
donggaocun_aq#4,46.17938292,53.15580992,122.3935687
donggaocun_aq#40,42.09908873,94.25618654,98.63652104
donggaocun_aq#41,42.08779235,94.32941092,97.41763562
donggaocun_aq#42,42.07755792,94.39172893,100.7718146
donggaocun_aq#43,42.06828561,94.44645936,102.343311
donggaocun_aq#44,42.05988497,94.49587048,104.063751
donggaocun_aq#45,42.05227405,94.53940543,104.5116172
donggaocun_aq#46,42.04537862,94.57463245,104.4528354
donggaocun_aq#47,42.03913142,94.60861357,104.9942781
donggaocun_aq#5,45.7845065,58.02568851,119.8164954
donggaocun_aq#6,45.42675159,62.06386125,113.78455
donggaocun_aq#7,45.10262848,65.7956641,109.2121322
donggaocun_aq#8,44.80897552,68.92080901,108.124554
donggaocun_aq#9,44.54292827,71.54266073,104.6866198
dongsi_aq#0,9.21834511,53.85584436,151.7821713
dongsi_aq#1,14.16785014,54.52260992,148.3865667
dongsi_aq#10,42.66394921,53.45954351,72.26498861
dongsi_aq#11,44.57093952,52.87603949,69.71708424
dongsi_aq#12,46.30445274,53.77458924,68.97643264
dongsi_aq#13,47.88026992,54.16113589,69.81961297
dongsi_aq#14,49.31273651,53.99320377,71.95222008
dongsi_aq#15,50.61489297,54.77469672,75.03901559
dongsi_aq#16,51.79859351,54.76407732,78.73223315
dongsi_aq#17,52.87461394,54.9463201,82.69644577
dongsi_aq#18,53.85274981,55.96544694,86.62887028
dongsi_aq#19,54.7419056,55.12288634,90.27445467
dongsi_aq#2,18.66710341,54.42185505,141.7277279
dongsi_aq#20,55.55017573,55.25037618,93.43553792
dongsi_aq#21,56.2849183,55.05068942,95.97626173
dongsi_aq#22,56.95282204,54.43428261,97.82223369
dongsi_aq#23,57.55996721,54.41086323,98.95617975
dongsi_aq#24,58.11188097,54.35534491,99.41047761
dongsi_aq#25,58.61358765,54.3339126,99.25753458
dongsi_aq#26,59.06965456,54.33715124,98.59897053
dongsi_aq#27,59.4842335,54.33496032,97.55450064
dongsi_aq#28,59.86109858,54.32530043,96.25129797
dongsi_aq#29,60.20368061,54.33266872,94.81446633
dongsi_aq#3,22.7570639,54.49001508,132.7374342
dongsi_aq#30,60.51509828,54.32212084,93.35908563
dongsi_aq#31,60.79818658,54.34436802,91.98411841
dongsi_aq#32,61.0555226,54.34458555,90.76829964
dongsi_aq#33,61.28944902,54.35546735,89.76798255
dongsi_aq#34,61.50209537,54.36808348,89.01678799
dongsi_aq#35,61.69539748,54.38683945,88.52680876
dongsi_aq#36,61.87111509,54.35795675,88.2910549
dongsi_aq#37,62.03084783,54.34553171,88.28679145
dongsi_aq#38,62.17604984,54.35092967,88.4794135
dongsi_aq#39,62.30804296,54.32580961,88.82652167
dongsi_aq#4,26.47496459,54.79053727,122.3610971
dongsi_aq#40,62.42802879,54.32615095,89.2818984
dongsi_aq#41,62.53709962,54.320293,89.79913723
dongsi_aq#42,62.63624839,54.2875345,90.33473772
dongsi_aq#43,62.72637768,54.31461751,90.85054184
dongsi_aq#44,62.808308,54.31051951,91.31545022
dongsi_aq#45,62.8827852,54.31693818,91.70641336
dongsi_aq#46,62.95048728,54.33675177,92.00874146
dongsi_aq#47,63.01203056,54.33750456,92.21581531
dongsi_aq#5,29.85465139,54.56130766,111.4932361
dongsi_aq#6,32.92689131,54.88945539,100.9260409
dongsi_aq#7,35.71965249,54.19733866,91.31244806
dongsi_aq#8,38.25835886,54.19057129,83.14398224
dongsi_aq#9,40.56612152,53.85203511,76.74260383
dongsihuan_aq#0,25.24356931,37.70320909,156.4254858
dongsihuan_aq#1,32.82935541,55.7188983,140.0956531
dongsihuan_aq#10,30.32706681,126.364199,25.74975119
dongsihuan_aq#11,30.3332471,128.9144824,26.79758938
dongsihuan_aq#12,30.33021244,131.3212548,29.73235332
dongsihuan_aq#13,30.33170253,133.1789728,35.11558101
dongsihuan_aq#14,30.33097086,134.4861781,40.61725859
dongsihuan_aq#15,30.33133013,135.8185494,45.89374638
dongsihuan_aq#16,30.33115372,136.9936396,51.31257402
dongsihuan_aq#17,30.33124034,138.0539053,56.59244284
dongsihuan_aq#18,30.33119781,139.0827315,64.25370725
dongsihuan_aq#19,30.33121869,139.7303002,70.61039362
dongsihuan_aq#2,29.10456875,70.67921477,120.9148559
dongsihuan_aq#20,30.33120844,140.1745036,73.55661618
dongsihuan_aq#21,30.33121347,140.5308681,75.52446648
dongsihuan_aq#22,30.331211,140.8580071,90.76007055
dongsihuan_aq#23,30.33121221,141.2159078,77.66347454
dongsihuan_aq#24,30.33121162,141.3984608,79.21976222
dongsihuan_aq#25,30.33121191,141.505925,77.10985054
dongsihuan_aq#26,30.33121177,141.5947013,74.56445045
dongsihuan_aq#27,30.33121184,141.6683552,71.82651077
dongsihuan_aq#28,30.3312118,141.7292107,69.10693734
dongsihuan_aq#29,30.33121182,141.779604,66.57691326
dongsihuan_aq#3,30.93352035,83.03678706,102.4367915
dongsihuan_aq#30,30.33121181,141.8216217,64.36417201
dongsihuan_aq#31,30.33121182,141.8563609,62.55274031
dongsihuan_aq#32,30.33121181,141.8856209,61.18553294
dongsihuan_aq#33,30.33121181,141.9101327,60.26911191
dongsihuan_aq#34,30.33121181,141.9297627,59.77990898
dongsihuan_aq#35,30.33121181,141.946911,59.67124464
dongsihuan_aq#36,30.33121181,141.9596845,59.88054769
dongsihuan_aq#37,30.33121181,141.9709144,60.33627526
dongsihuan_aq#38,30.33121181,141.9813294,60.96414398
dongsihuan_aq#39,30.33121181,141.9887454,61.69239825
dongsihuan_aq#4,30.03546517,93.29649781,83.15625446
dongsihuan_aq#40,30.33121181,141.9945388,62.4559535
dongsihuan_aq#41,30.33121181,141.9989143,63.19935407
dongsihuan_aq#42,30.33121181,142.0018082,63.87857258
dongsihuan_aq#43,30.33121181,142.0051918,64.461747
dongsihuan_aq#44,30.33121181,142.008438,64.92900227
dongsihuan_aq#45,30.33121181,142.0111812,65.27153515
dongsihuan_aq#46,30.33121181,142.0132978,65.4901558
dongsihuan_aq#47,30.33121181,142.0146299,65.59347888
dongsihuan_aq#5,30.47642988,101.7911148,67.60185535
dongsihuan_aq#6,30.25990657,108.7647251,53.48083901
dongsihuan_aq#7,30.36622425,114.5499341,41.66472437
dongsihuan_aq#8,30.31401995,119.2378183,31.4939925
dongsihuan_aq#9,30.3396534,123.0607749,27.2942479
fangshan_aq#0,14.80068028,47.89976195,157.6527129
fangshan_aq#1,18.40542646,59.26330625,149.5286982
fangshan_aq#10,38.16686271,110.115425,56.71299937
fangshan_aq#11,39.84248639,112.8902281,58.3861006
fangshan_aq#12,40.82597543,115.4084255,60.87537938
fangshan_aq#13,41.89059122,117.7056192,66.31793391
fangshan_aq#14,43.09580313,119.8101887,72.2827687
fangshan_aq#15,44.61910747,121.7450489,79.1078414
fangshan_aq#16,46.1006953,123.5289539,86.39987827
fangshan_aq#17,46.77109769,125.1774676,93.380266
fangshan_aq#18,47.10690097,126.7036859,101.4574228
fangshan_aq#19,48.36868159,128.1187771,106.5568588
fangshan_aq#2,20.33999061,69.13561992,137.3113288
fangshan_aq#20,48.76843835,129.4323873,109.042852
fangshan_aq#21,49.57684445,130.6529453,110.7474215
fangshan_aq#22,50.42289927,131.7878945,111.6837702
fangshan_aq#23,51.16881302,132.8438689,111.1812148
fangshan_aq#24,51.50207458,133.8268288,109.3442652
fangshan_aq#25,51.78173956,134.7421659,106.8248623
fangshan_aq#26,52.06413513,135.5947855,103.7323414
fangshan_aq#27,52.32243656,136.3891715,100.5858268
fangshan_aq#28,52.53636326,137.1294389,97.38968871
fangshan_aq#29,52.72792276,137.8193761,94.53837519
fangshan_aq#3,22.42552282,77.4125527,124.9428292
fangshan_aq#30,52.90612015,138.4624797,92.169858
fangshan_aq#31,53.07003502,139.061984,90.31158987
fangshan_aq#32,53.21896148,139.6208853,89.1436624
fangshan_aq#33,53.35516201,140.1419634,88.56181086
fangshan_aq#34,53.48037123,140.6278001,88.55810066
fangshan_aq#35,53.59538244,141.0807949,89.07280269
fangshan_aq#36,53.7008696,141.50318,89.94036853
fangshan_aq#37,53.79766595,141.8970324,91.09682458
fangshan_aq#38,53.88654266,142.2642861,92.38844953
fangshan_aq#39,53.96814563,142.6067421,93.69795704
fangshan_aq#4,25.43209836,84.36275697,111.3051728
fangshan_aq#40,54.04305736,142.9260784,94.94807275
fangshan_aq#41,54.11182806,143.2238584,96.02854553
fangshan_aq#42,54.17496553,143.5015392,96.90156857
fangshan_aq#43,54.2329315,143.7604787,97.5287595
fangshan_aq#44,54.28614855,144.0019429,97.89106382
fangshan_aq#45,54.33500573,144.227112,98.0125225
fangshan_aq#46,54.37986056,144.4370861,97.90826059
fangshan_aq#47,54.42104095,144.6328911,97.62262709
fangshan_aq#5,27.8984069,90.26045315,97.96831662
fangshan_aq#6,30.41106156,95.32670104,86.28074215
fangshan_aq#7,32.85833783,99.73107004,74.38001394
fangshan_aq#8,34.96295847,103.6024099,64.77642318
fangshan_aq#9,36.77225323,107.0388183,60.99755917
fengtaihuayuan_aq#0,29.25135254,43.71953782,149.9931036
fengtaihuayuan_aq#1,32.68097188,52.61280869,143.0702449
fengtaihuayuan_aq#10,49.1313636,110.9122761,62.63520359
fengtaihuayuan_aq#11,50.01980014,113.9748466,62.14222589
fengtaihuayuan_aq#12,50.74920547,116.6714343,63.49904499
fengtaihuayuan_aq#13,50.80268215,119.0518117,66.33872069
fengtaihuayuan_aq#14,51.83189741,121.1583239,70.24447537
fengtaihuayuan_aq#15,53.20718815,123.0270599,74.7861927
fengtaihuayuan_aq#16,53.57541867,124.688834,79.55248356
fengtaihuayuan_aq#17,54.11120985,126.1700082,84.17672653
fengtaihuayuan_aq#18,54.40955934,127.4931814,88.3561464
fengtaihuayuan_aq#19,54.7627754,128.6777683,91.86361875
fengtaihuayuan_aq#2,35.62659677,63.40320839,133.2782414
fengtaihuayuan_aq#20,55.11324866,129.740485,94.55244403
fengtaihuayuan_aq#21,55.39796377,130.6957574,96.35479057
fengtaihuayuan_aq#22,55.64705837,131.5560646,97.27484641
fengtaihuayuan_aq#23,55.24580615,132.3322279,97.37793718
fengtaihuayuan_aq#24,55.2326817,133.0336544,96.77696484
fengtaihuayuan_aq#25,55.24505696,133.6685427,95.61751033
fengtaihuayuan_aq#26,55.25962398,134.2440562,94.06283932
fengtaihuayuan_aq#27,55.27383209,134.7664702,92.27987472
fengtaihuayuan_aq#28,55.28994231,135.241296,90.42697567
fengtaihuayuan_aq#29,55.30124948,135.6733863,88.64411283
fengtaihuayuan_aq#3,38.19548227,72.69365129,121.724303
fengtaihuayuan_aq#30,55.29567131,136.067025,87.04577511
fengtaihuayuan_aq#31,55.33416849,136.426003,85.71670297
fengtaihuayuan_aq#32,55.35425528,136.7536836,84.71033109
fengtaihuayuan_aq#33,55.34530292,137.0530575,84.04965126
fengtaihuayuan_aq#34,55.34886781,137.3267904,83.7300791
fengtaihuayuan_aq#35,55.35623189,137.5772639,83.72382944
fengtaihuayuan_aq#36,55.36510115,137.80661,83.98527224
fengtaihuayuan_aq#37,55.39952679,138.0167413,84.45675003
fengtaihuayuan_aq#38,55.38536782,138.2093774,85.07438189
fengtaihuayuan_aq#39,55.35163119,138.3860667,85.77344961
fengtaihuayuan_aq#4,40.38259016,80.71108933,109.4761692
fengtaihuayuan_aq#40,55.35999604,138.5482061,86.49305055
fengtaihuayuan_aq#41,55.35772225,138.6970583,87.17979938
fengtaihuayuan_aq#42,55.3634909,138.8337661,87.79045933
fengtaihuayuan_aq#43,55.36439226,138.9593653,88.2934763
fengtaihuayuan_aq#44,55.36331139,139.0747963,88.66946973
fengtaihuayuan_aq#45,55.36334541,139.1809139,88.91079919
fengtaihuayuan_aq#46,55.36334808,139.2784958,89.02037303
fengtaihuayuan_aq#47,55.391324,139.3682505,89.00989383
fengtaihuayuan_aq#5,42.37580688,87.64640544,97.49317924
fengtaihuayuan_aq#6,44.47723069,93.66029499,86.57506354
fengtaihuayuan_aq#7,45.37044087,98.88817594,77.32943643
fengtaihuayuan_aq#8,46.46386102,103.4442891,70.15751435
fengtaihuayuan_aq#9,48.01655861,107.4251232,65.2563804
guanyuan_aq#0,13.06511587,51.80883666,153.7648957
guanyuan_aq#1,17.32786482,65.21848014,150.4009447
