id,station_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed
4116537,london_grid_028,2018-05-29 00:00:00,RAIN,14.74,1004.2937,97.0,47.1,18.54
4116538,london_grid_029,2018-05-29 00:00:00,RAIN,14.43,1004.0025,97.0,48.26,18.58
4116539,london_grid_030,2018-05-29 00:00:00,RAIN,14.21,1004.8204,97.0,49.38,18.28
4116540,london_grid_031,2018-05-29 00:00:00,RAIN,14.0,1005.6383,97.0,50.53,17.98
4116541,london_grid_032,2018-05-29 00:00:00,RAIN,13.84,1005.1711,97.0,50.75,17.56
4116542,london_grid_033,2018-05-29 00:00:00,RAIN,13.67,1004.7039,98.0,50.99,17.14
4116543,london_grid_034,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,13.54,1004.6329,98.0,51.24,16.56
4116544,london_grid_035,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,13.44,1004.958,98.0,51.52,15.8
4116545,london_grid_036,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,13.33,1005.2832,98.0,51.83,15.05
4116546,london_grid_037,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,13.33,1007.1929,97.0,50.9,14.91
4116547,london_grid_038,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,13.33,1009.1027,97.0,49.95,14.78
4116548,london_grid_039,2018-05-29 00:00:00,CLEAR_DAY,13.46,1009.0707,95.0,49.92,14.72
4116549,london_grid_040,2018-05-29 00:00:00,CLEAR_DAY,13.74,1007.0969,92.0,50.81,14.73
4116550,london_grid_041,2018-05-29 00:00:00,CLEAR_DAY,14.01,1005.1232,89.0,51.71,14.74
4116551,london_grid_042,2018-05-29 00:00:00,RAIN,16.48,1017.8336,93.0,58.4,21.75
4116552,london_grid_043,2018-05-29 00:00:00,RAIN,16.49,1017.1859,94.0,54.71,20.0
4116553,london_grid_044,2018-05-29 00:00:00,RAIN,16.5,1016.5382,95.0,50.32,18.34
4116554,london_grid_045,2018-05-29 00:00:00,RAIN,16.33,1014.7935,96.0,46.92,17.58
4116555,london_grid_046,2018-05-29 00:00:00,RAIN,15.99,1011.952,96.0,45.12,17.63
4116556,london_grid_047,2018-05-29 00:00:00,RAIN,15.64,1009.1104,96.0,43.32,17.69
4116557,london_grid_048,2018-05-29 00:00:00,RAIN,15.15,1006.7833,96.0,44.38,18.16
4116558,london_grid_049,2018-05-29 00:00:00,RAIN,14.65,1004.4563,96.0,45.39,18.64
4116559,london_grid_050,2018-05-29 00:00:00,RAIN,14.26,1003.3523,97.0,46.48,18.7
4116560,london_grid_051,2018-05-29 00:00:00,RAIN,13.97,1003.4713,97.0,47.73,18.32
4116561,london_grid_052,2018-05-29 00:00:00,RAIN,13.69,1003.5903,97.0,49.04,17.96
4116562,london_grid_053,2018-05-29 00:00:00,RAIN,13.58,1004.4543,98.0,49.33,17.51
4116563,london_grid_054,2018-05-29 00:00:00,RAIN,13.47,1005.3183,98.0,49.64,17.05
4116564,london_grid_055,2018-05-29 00:00:00,CLOUDY,13.35,1005.365,98.0,50.01,16.57
4116565,london_grid_056,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,13.22,1004.5945,98.0,50.45,16.07
4116566,london_grid_057,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,13.09,1003.824,98.0,50.92,15.57
4116567,london_grid_058,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,13.12,1006.4403,97.0,50.09,15.3
4116568,london_grid_059,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,13.14,1009.0566,97.0,49.23,15.02
4116569,london_grid_060,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,13.25,1009.6262,95.0,48.99,14.88
4116570,london_grid_061,2018-05-29 00:00:00,CLEAR_DAY,13.46,1008.1491,93.0,49.39,14.87
4116571,london_grid_062,2018-05-29 00:00:00,CLEAR_DAY,13.67,1006.6719,90.0,49.8,14.86
4116572,london_grid_063,2018-05-29 00:00:00,RAIN,16.49,1017.7888,93.0,60.7,20.96
4116573,london_grid_064,2018-05-29 00:00:00,RAIN,16.52,1017.1667,94.0,56.56,19.16
4116574,london_grid_065,2018-05-29 00:00:00,RAIN,16.55,1016.5446,95.0,51.59,17.48
4116575,london_grid_066,2018-05-29 00:00:00,RAIN,16.4,1015.0905,96.0,47.4,16.84
4116576,london_grid_067,2018-05-29 00:00:00,RAIN,16.07,1012.8044,96.0,44.77,17.14
4116577,london_grid_068,2018-05-29 00:00:00,RAIN,15.74,1010.5184,96.0,42.23,17.47
4116578,london_grid_069,2018-05-29 00:00:00,RAIN,15.16,1007.6499,96.0,42.95,18.04
4116579,london_grid_070,2018-05-29 00:00:00,RAIN,14.59,1004.7814,96.0,43.63,18.61
4116580,london_grid_071,2018-05-29 00:00:00,RAIN,14.13,1003.1948,97.0,44.59,18.68
4116581,london_grid_072,2018-05-29 00:00:00,RAIN,13.78,1002.8902,97.0,45.89,18.25
4116582,london_grid_073,2018-05-29 00:00:00,RAIN,13.44,1002.5855,98.0,47.26,17.83
4116583,london_grid_074,2018-05-29 00:00:00,RAIN,13.36,1004.3468,98.0,47.65,17.37
4116584,london_grid_075,2018-05-29 00:00:00,RAIN,13.28,1006.1081,98.0,48.05,16.91
4116585,london_grid_076,2018-05-29 00:00:00,CLOUDY,13.17,1006.2431,98.0,48.52,16.52
4116586,london_grid_077,2018-05-29 00:00:00,CLOUDY,13.03,1004.7519,98.0,49.07,16.19
4116587,london_grid_078,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.88,1003.2608,98.0,49.64,15.87
4116588,london_grid_079,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.91,1006.1062,98.0,48.96,15.55
4116589,london_grid_080,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.94,1008.9516,97.0,48.25,15.24
4116590,london_grid_081,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,13.02,1009.8886,96.0,47.9,15.07
4116591,london_grid_082,2018-05-29 00:00:00,CLEAR_DAY,13.13,1008.9171,94.0,47.93,15.05
4116592,london_grid_083,2018-05-29 00:00:00,CLEAR_DAY,13.24,1007.9455,92.0,47.96,15.02
4116593,london_grid_084,2018-05-29 00:00:00,RAIN,16.49,1017.5775,93.0,62.65,20.29
4116594,london_grid_085,2018-05-29 00:00:00,RAIN,16.55,1016.8889,94.0,58.31,18.32
4116595,london_grid_086,2018-05-29 00:00:00,RAIN,16.61,1016.2003,95.0,52.96,16.48
4116596,london_grid_087,2018-05-29 00:00:00,RAIN,16.48,1014.9484,96.0,47.98,15.89
4116597,london_grid_088,2018-05-29 00:00:00,RAIN,16.16,1013.1334,96.0,44.47,16.49
4116598,london_grid_089,2018-05-29 00:00:00,RAIN,15.84,1011.3184,96.0,41.22,17.14
4116599,london_grid_090,2018-05-29 00:00:00,RAIN,15.2,1008.2937,96.0,41.52,17.79
4116600,london_grid_091,2018-05-29 00:00:00,RAIN,14.55,1005.2691,96.0,41.79,18.44
4116601,london_grid_092,2018-05-29 00:00:00,RAIN,14.03,1003.5302,97.0,42.54,18.53
4116602,london_grid_093,2018-05-29 00:00:00,RAIN,13.64,1003.0771,97.0,43.82,18.06
4116603,london_grid_094,2018-05-29 00:00:00,RAIN,13.25,1002.6239,98.0,45.17,17.59
4116604,london_grid_095,2018-05-29 00:00:00,RAIN,13.18,1004.8486,98.0,45.68,17.16
4116605,london_grid_096,2018-05-29 00:00:00,RAIN,13.11,1007.0732,98.0,46.21,16.72
4116606,london_grid_097,2018-05-29 00:00:00,CLOUDY,13.0,1007.2671,98.0,46.78,16.4
4116607,london_grid_098,2018-05-29 00:00:00,CLOUDY,12.85,1005.4303,98.0,47.36,16.17
4116608,london_grid_099,2018-05-29 00:00:00,CLOUDY,12.7,1003.5935,98.0,47.97,15.95
4116609,london_grid_100,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.72,1006.1907,98.0,47.5,15.69
4116610,london_grid_101,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.75,1008.7878,97.0,47.03,15.42
4116611,london_grid_102,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.75,1009.8579,97.0,46.66,15.28
4116612,london_grid_103,2018-05-29 00:00:00,CLEAR_DAY,12.74,1009.4009,96.0,46.43,15.25
4116613,london_grid_104,2018-05-29 00:00:00,CLEAR_DAY,12.72,1008.9439,95.0,46.19,15.22
4116614,london_grid_105,2018-05-29 00:00:00,RAIN,16.48,1017.3663,92.0,64.73,19.64
4116615,london_grid_106,2018-05-29 00:00:00,RAIN,16.57,1016.6111,94.0,60.22,17.49
4116616,london_grid_107,2018-05-29 00:00:00,RAIN,16.67,1015.856,96.0,54.51,15.48
4116617,london_grid_108,2018-05-29 00:00:00,RAIN,16.56,1014.8064,96.0,48.64,14.95
4116618,london_grid_109,2018-05-29 00:00:00,RAIN,16.25,1013.4624,96.0,44.16,15.84
4116619,london_grid_110,2018-05-29 00:00:00,RAIN,15.94,1012.1184,95.0,40.18,16.82
4116620,london_grid_111,2018-05-29 00:00:00,RAIN,15.23,1008.9375,96.0,40.05,17.55
4116621,london_grid_112,2018-05-29 00:00:00,RAIN,14.52,1005.7567,96.0,39.93,18.29
4116622,london_grid_113,2018-05-29 00:00:00,RAIN,13.94,1003.8655,97.0,40.47,18.4
4116623,london_grid_114,2018-05-29 00:00:00,RAIN,13.5,1003.2639,97.0,41.71,17.89
4116624,london_grid_115,2018-05-29 00:00:00,RAIN,13.06,1002.6623,98.0,43.02,17.38
4116625,london_grid_116,2018-05-29 00:00:00,RAIN,13.0,1005.3503,98.0,43.66,16.96
4116626,london_grid_117,2018-05-29 00:00:00,RAIN,12.93,1008.0383,98.0,44.34,16.55
4116627,london_grid_118,2018-05-29 00:00:00,CLOUDY,12.83,1008.2911,98.0,45.0,16.29
4116628,london_grid_119,2018-05-29 00:00:00,CLOUDY,12.67,1006.1087,98.0,45.65,16.17
4116629,london_grid_120,2018-05-29 00:00:00,CLOUDY,12.52,1003.9263,98.0,46.31,16.05
4116630,london_grid_121,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.53,1006.2751,98.0,46.07,15.83
4116631,london_grid_122,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.55,1008.624,98.0,45.83,15.62
4116632,london_grid_123,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.48,1009.8272,97.0,45.46,15.49
4116633,london_grid_124,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.34,1009.8848,97.0,44.97,15.46
4116634,london_grid_125,2018-05-29 00:00:00,CLEAR_DAY,12.2,1009.9423,97.0,44.48,15.43
4116635,london_grid_126,2018-05-29 00:00:00,RAIN,16.44,1017.3087,92.0,65.15,19.61
4116636,london_grid_127,2018-05-29 00:00:00,RAIN,16.53,1016.7327,94.0,60.56,17.6
4116637,london_grid_128,2018-05-29 00:00:00,RAIN,16.62,1016.1568,95.0,54.83,15.74
4116638,london_grid_129,2018-05-29 00:00:00,RAIN,16.51,1014.9139,96.0,48.79,15.15
4116639,london_grid_130,2018-05-29 00:00:00,RAIN,16.21,1013.0041,96.0,43.77,15.79
4116640,london_grid_131,2018-05-29 00:00:00,RAIN,15.91,1011.0944,96.0,39.17,16.54
4116641,london_grid_132,2018-05-29 00:00:00,RAIN,15.22,1008.4639,96.0,38.64,17.21
4116642,london_grid_133,2018-05-29 00:00:00,RAIN,14.52,1005.8335,96.0,38.15,17.89
4116643,london_grid_134,2018-05-29 00:00:00,RAIN,13.94,1004.4518,97.0,38.49,18.0
4116644,london_grid_135,2018-05-29 00:00:00,RAIN,13.49,1004.3186,97.0,39.68,17.55
4116645,london_grid_136,2018-05-29 00:00:00,RAIN,13.04,1004.1855,98.0,40.94,17.1
4116646,london_grid_137,2018-05-29 00:00:00,RAIN,12.93,1006.5612,98.0,41.86,16.8
4116647,london_grid_138,2018-05-29 00:00:00,RAIN,12.81,1008.9369,98.0,42.8,16.5
4116648,london_grid_139,2018-05-29 00:00:00,CLOUDY,12.68,1009.095,98.0,43.6,16.3
4116649,london_grid_140,2018-05-29 00:00:00,CLOUDY,12.53,1007.0355,98.0,44.23,16.21
4116650,london_grid_141,2018-05-29 00:00:00,CLOUDY,12.39,1004.9759,98.0,44.86,16.13
4116651,london_grid_142,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.36,1006.1727,98.0,44.72,15.98
4116652,london_grid_143,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.34,1007.3695,98.0,44.58,15.83
4116653,london_grid_144,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.27,1008.2771,98.0,44.27,15.73
4116654,london_grid_145,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.16,1008.8953,98.0,43.8,15.67
4116655,london_grid_146,2018-05-29 00:00:00,CLEAR_DAY,12.06,1009.5135,97.0,43.32,15.61
4116656,london_grid_147,2018-05-29 00:00:00,RAIN,16.39,1017.2511,92.0,65.56,19.57
4116657,london_grid_148,2018-05-29 00:00:00,RAIN,16.48,1016.8544,93.0,60.88,17.71
4116658,london_grid_149,2018-05-29 00:00:00,RAIN,16.57,1016.4576,95.0,55.15,15.99
4116659,london_grid_150,2018-05-29 00:00:00,RAIN,16.46,1015.0214,95.0,48.94,15.34
4116660,london_grid_151,2018-05-29 00:00:00,RAIN,16.17,1012.5459,96.0,43.38,15.73
4116661,london_grid_152,2018-05-29 00:00:00,RAIN,15.89,1010.0704,96.0,38.14,16.26
4116662,london_grid_153,2018-05-29 00:00:00,RAIN,15.2,1007.9903,96.0,37.18,16.88
4116663,london_grid_154,2018-05-29 00:00:00,RAIN,14.52,1005.9103,96.0,36.29,17.5
4116664,london_grid_155,2018-05-29 00:00:00,RAIN,13.95,1005.038,97.0,36.42,17.62
4116665,london_grid_156,2018-05-29 00:00:00,RAIN,13.48,1005.3734,97.0,37.58,17.23
4116666,london_grid_157,2018-05-29 00:00:00,RAIN,13.01,1005.7087,98.0,38.8,16.85
4116667,london_grid_158,2018-05-29 00:00:00,RAIN,12.85,1007.7721,98.0,40.02,16.65
4116668,london_grid_159,2018-05-29 00:00:00,RAIN,12.69,1009.8355,98.0,41.26,16.45
4116669,london_grid_160,2018-05-29 00:00:00,CLOUDY,12.54,1009.8988,98.0,42.2,16.32
4116670,london_grid_161,2018-05-29 00:00:00,CLOUDY,12.4,1007.9622,98.0,42.81,16.27
4116671,london_grid_162,2018-05-29 00:00:00,CLOUDY,12.25,1006.0255,98.0,43.42,16.21
4116672,london_grid_163,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.19,1006.0703,98.0,43.39,16.13
4116673,london_grid_164,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.13,1006.1151,98.0,43.36,16.05
4116674,london_grid_165,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.06,1006.727,98.0,43.12,15.96
4116675,london_grid_166,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.99,1007.9058,98.0,42.66,15.88
4116676,london_grid_167,2018-05-29 00:00:00,CLEAR_DAY,11.91,1009.0847,98.0,42.2,15.8
4116677,london_grid_168,2018-05-29 00:00:00,RAIN,16.32,1017.2991,92.0,65.36,19.85
4116678,london_grid_169,2018-05-29 00:00:00,RAIN,16.41,1017.0457,93.0,60.81,18.05
4116679,london_grid_170,2018-05-29 00:00:00,RAIN,16.5,1016.7923,94.0,55.29,16.4
4116680,london_grid_171,2018-05-29 00:00:00,RAIN,16.4,1015.0892,95.0,49.11,15.6
4116681,london_grid_172,2018-05-29 00:00:00,RAIN,16.13,1011.9366,96.0,43.11,15.65
4116682,london_grid_173,2018-05-29 00:00:00,RAIN,15.85,1008.784,96.0,37.21,15.88
4116683,london_grid_174,2018-05-29 00:00:00,RAIN,15.2,1007.3439,96.0,35.87,16.42
4116684,london_grid_175,2018-05-29 00:00:00,RAIN,14.55,1005.9039,96.0,34.63,16.97
4116685,london_grid_176,2018-05-29 00:00:00,RAIN,13.99,1005.5673,97.0,34.59,17.12
4116686,london_grid_177,2018-05-29 00:00:00,RAIN,13.52,1006.334,97.0,35.72,16.86
4116687,london_grid_178,2018-05-29 00:00:00,RAIN,13.05,1007.1007,97.0,36.9,16.61
4116688,london_grid_179,2018-05-29 00:00:00,RAIN,12.83,1008.542,97.0,38.44,16.53
4116689,london_grid_180,2018-05-29 00:00:00,RAIN,12.6,1009.9833,98.0,40.0,16.47
4116690,london_grid_181,2018-05-29 00:00:00,CLOUDY,12.41,1009.9961,98.0,41.07,16.42
4116691,london_grid_182,2018-05-29 00:00:00,CLOUDY,12.28,1008.5804,98.0,41.65,16.36
4116692,london_grid_183,2018-05-29 00:00:00,CLOUDY,12.14,1007.1647,98.0,42.23,16.31
4116693,london_grid_184,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.06,1006.5234,98.0,42.14,16.26
4116694,london_grid_185,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.98,1005.8822,99.0,42.04,16.21
4116695,london_grid_186,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.91,1006.1388,98.0,41.77,16.13
4116696,london_grid_187,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.85,1007.2934,98.0,41.33,16.03
4116697,london_grid_188,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.79,1008.4479,98.0,40.88,15.94
4116698,london_grid_189,2018-05-29 00:00:00,RAIN,16.21,1017.4527,92.0,64.56,20.44
4116699,london_grid_190,2018-05-29 00:00:00,RAIN,16.31,1017.3068,93.0,60.35,18.63
4116700,london_grid_191,2018-05-29 00:00:00,RAIN,16.42,1017.1609,94.0,55.27,16.95
4116701,london_grid_192,2018-05-29 00:00:00,RAIN,16.33,1015.1174,95.0,49.3,15.91
4116702,london_grid_193,2018-05-29 00:00:00,RAIN,16.07,1011.1763,96.0,42.95,15.55
4116703,london_grid_194,2018-05-29 00:00:00,RAIN,15.8,1007.2351,97.0,36.38,15.39
4116704,london_grid_195,2018-05-29 00:00:00,RAIN,15.21,1006.5247,96.0,34.72,15.83
4116705,london_grid_196,2018-05-29 00:00:00,RAIN,14.62,1005.8144,96.0,33.14,16.29
4116706,london_grid_197,2018-05-29 00:00:00,RAIN,14.09,1006.0396,96.0,32.95,16.48
4116707,london_grid_198,2018-05-29 00:00:00,RAIN,13.63,1007.2006,97.0,34.1,16.41
4116708,london_grid_199,2018-05-29 00:00:00,RAIN,13.16,1008.3615,97.0,35.25,16.35
4116709,london_grid_200,2018-05-29 00:00:00,RAIN,12.84,1008.871,97.0,37.15,16.44
4116710,london_grid_201,2018-05-29 00:00:00,RAIN,12.52,1009.3804,98.0,39.02,16.56
4116711,london_grid_202,2018-05-29 00:00:00,CLOUDY,12.3,1009.3868,98.0,40.21,16.58
4116712,london_grid_203,2018-05-29 00:00:00,CLOUDY,12.17,1008.8902,98.0,40.75,16.5
4116713,london_grid_204,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.05,1008.3935,98.0,41.29,16.42
4116714,london_grid_205,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.98,1007.5321,98.0,40.95,16.37
4116715,london_grid_206,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.9,1006.6707,99.0,40.61,16.32
4116716,london_grid_207,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.83,1006.5126,99.0,40.23,16.24
4116717,london_grid_208,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.76,1007.0579,98.0,39.8,16.14
4116718,london_grid_209,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.68,1007.6031,98.0,39.37,16.03
4116719,london_grid_210,2018-05-29 00:00:00,RAIN,16.1,1017.6063,91.0,63.81,21.04
4116720,london_grid_211,2018-05-29 00:00:00,RAIN,16.22,1017.5679,92.0,59.93,19.22
4116721,london_grid_212,2018-05-29 00:00:00,RAIN,16.33,1017.5295,93.0,55.26,17.5
4116722,london_grid_213,2018-05-29 00:00:00,RAIN,16.26,1015.1455,95.0,49.48,16.23
4116723,london_grid_214,2018-05-29 00:00:00,RAIN,16.01,1010.4159,96.0,42.8,15.45
4116724,london_grid_215,2018-05-29 00:00:00,RAIN,15.75,1005.6863,97.0,35.5,14.9
4116725,london_grid_216,2018-05-29 00:00:00,RAIN,15.22,1005.7055,97.0,33.47,15.25
4116726,london_grid_217,2018-05-29 00:00:00,RAIN,14.69,1005.7248,96.0,31.52,15.61
4116727,london_grid_218,2018-05-29 00:00:00,RAIN,14.19,1006.512,96.0,31.19,15.86
4116728,london_grid_219,2018-05-29 00:00:00,RAIN,13.73,1008.0672,96.0,32.38,15.98
4116729,london_grid_220,2018-05-29 00:00:00,RAIN,13.26,1009.6223,96.0,33.56,16.11
4116730,london_grid_221,2018-05-29 00:00:00,RAIN,12.85,1009.1999,97.0,35.84,16.36
4116731,london_grid_222,2018-05-29 00:00:00,RAIN,12.45,1008.7775,98.0,38.05,16.64
4116732,london_grid_223,2018-05-29 00:00:00,CLOUDY,12.19,1008.7775,98.0,39.37,16.74
4116733,london_grid_224,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.07,1009.1999,98.0,39.86,16.63
4116734,london_grid_225,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.96,1009.6223,98.0,40.36,16.53
4116735,london_grid_226,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.89,1008.5408,98.0,39.78,16.48
4116736,london_grid_227,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.83,1007.4592,99.0,39.19,16.44
4116737,london_grid_228,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.75,1006.8864,99.0,38.7,16.36
4116738,london_grid_229,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.66,1006.8224,99.0,38.29,16.25
4116739,london_grid_230,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.57,1006.7584,98.0,37.88,16.14
4116740,london_grid_231,2018-05-29 00:00:00,RAIN,15.99,1017.5295,91.0,62.85,21.99
4116741,london_grid_232,2018-05-29 00:00:00,RAIN,16.14,1017.3811,92.0,59.58,19.81
4116742,london_grid_233,2018-05-29 00:00:00,RAIN,16.29,1017.2326,94.0,55.52,17.7
4116743,london_grid_234,2018-05-29 00:00:00,RAIN,16.25,1015.0406,95.0,50.04,16.1
4116744,london_grid_235,2018-05-29 00:00:00,RAIN,16.02,1010.8051,96.0,43.23,15.08
4116745,london_grid_236,2018-05-29 00:00:00,RAIN,15.79,1006.5695,97.0,35.56,14.31
4116746,london_grid_237,2018-05-29 00:00:00,RAIN,15.32,1006.6297,96.0,33.33,14.56
4116747,london_grid_238,2018-05-29 00:00:00,RAIN,14.86,1006.6899,96.0,31.18,14.84
4116748,london_grid_239,2018-05-29 00:00:00,RAIN,14.42,1007.4451,96.0,30.72,15.15
4116749,london_grid_240,2018-05-29 00:00:00,RAIN,14.0,1008.8953,95.0,31.83,15.49
4116750,london_grid_241,2018-05-29 00:00:00,RAIN,13.57,1010.3455,95.0,32.9,15.84
4116751,london_grid_242,2018-05-29 00:00:00,RAIN,13.03,1008.9529,96.0,35.04,16.22
4116752,london_grid_243,2018-05-29 00:00:00,RAIN,12.48,1007.5602,97.0,37.08,16.63
4116753,london_grid_244,2018-05-29 00:00:00,RAIN,12.15,1007.4502,98.0,38.29,16.77
4116754,london_grid_245,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,12.02,1008.6227,98.0,38.77,16.64
4116755,london_grid_246,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.9,1009.7952,99.0,39.25,16.51
4116756,london_grid_247,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.86,1009.3177,99.0,38.41,16.44
4116757,london_grid_248,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.82,1008.8403,99.0,37.57,16.37
4116758,london_grid_249,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.75,1008.4723,99.0,36.85,16.28
4116759,london_grid_250,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.67,1008.2137,99.0,36.26,16.19
4116760,london_grid_251,2018-05-29 00:00:00,PARTLY_CLOUDY_DAY,11.59,1007.9551,99.0,35.66,16.09
4116761,london_grid_252,2018-05-29 00:00:00,RAIN,15.88,1017.4528,91.0,61.98,22.95
4116762,london_grid_253,2018-05-29 00:00:00,RAIN,16.06,1017.1942,92.0,59.26,20.39
4116763,london_grid_254,2018-05-29 00:00:00,RAIN,16.24,1016.9356,94.0,55.77,17.9
4116764,london_grid_255,2018-05-29 00:00:00,RAIN,16.23,1014.9356,95.0,50.6,15.98
4116765,london_grid_256,2018-05-29 00:00:00,RAIN,16.03,1011.1942,96.0,43.69,14.72
